sentiment,sentiment_score,tweet_text
trust,1.007,They act like I wasnt on a dier account isnt it made to get you diers Lmaooo like kid act like I wa suppose to be playing sweatys
anger,1.656,Lmaooo facewithtearsofjoy stop hating omg I can control a guy jumping around with a knife yal are hater on god
anger,0.615,If u guy are still up the video of me smacking him will be up today
joy,0.544,If anyone want to post my video let me know you guy can feel free
trust,0.7889999999999999,do you guy do recruitment challenge Are anything I want to try to join just need info to know the step on joining
trust,0.523,I half to get a dier account first
anticipation,1.266,no I started recording from half time I had 80 half time I turned up second half u will see the video
joy,0.397,Muslim I believe Im not with all that Christian
joy,0.924,hell yeah lmao facewithtearsofjoy facewithtearsofjoy
joy,1.896,Krng Streaking get smacked on my stream lmao facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy video coming soon kid spamming me with 1v1 invite lmaoooo facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,1.0,that mean I have a ego Ppl can be confident people still fail when they are Im just giving myself the boost
trust,0.508,A Virgin trying to roast my girlfriend facewithtearsofjoy lmao yo the internet make some bold people bro lol
anger,0.828,Tajhon Hates Me facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy sleepingface
fear,0.519,Jala Crazy Asff
trust,1.125,Im One Of A Kind Theres No One Like Me persontippinghand
fear,0.7190000000000001,Southeast DC dont even look like Baltimore whole t Bmore is the struggle
disgust,1.3039999999999998,exactly just cuz people got hella bread they gotta give it away I get so mad at that shit
joy,0.406,Whenever rich people make a bet there always that one mf who say something about donating it to charity Smh
disgust,0.82,Yall be corny do the same shit every year and act like it be live
anticipation,0.484,The world want tennessee to beat bama so bad facewithtearsofjoy facewithtearsofjoy wont happen
joy,1.445,Some of yall really need to evaluate yalls life Its bigger than party Gonna be working hourly pay yall whole life
surprise,0.672,You dude be getting these girl pregnant on purpose Idk how you accidentally nut in someone
disgust,1.515,I hate that cant ask a woman her age shit facewithtearsofjoy
trust,0.617,I got a good thing
trust,0.703,Need someone go to the gym with tonight But I need a reliable partner
joy,0.797,The le you care the happier youll be
disgust,0.82,The older I get the more shit get on my nerve
joy,0.924,lol cut it out facewithtearsofjoy
joy,0.531,WHO TF MAKES FABS BEATS
joy,0.703,I came here with some optimism Left with some people head
anger,0.7190000000000001,Seen a guy wearing a Alabama jersey Had to scream roll tide at him RollTide BamaBorn
disgust,1.3039999999999998,We live in a world where they try to define beauty amp doing so it wa made horrible ugly
sadness,1.1340000000000001,I mean it already feel like I lost a shit ton and Im chasing spirit
trust,0.484,Its likeI hear all other voicesall other noise but the one I really wantYoure the one I really want
joy,1.219,Hey there pretty girl Wont you just smile for me
joy,0.828,She love me through everything She forgave me for everything This is a forever thing
disgust,0.688,Typical Smut bucket
joy,2.093,Way to tee off kid flexedbiceps mediumlightskintone smilingfacewithhorns smilingfacewithhorns go o
joy,1.5779999999999998,Take me back to this game wearyface smilingfacewithhorns raisinghands
joy,1.707,Im loving tweet right now smilingfacewithhearteyes smilingfacewithhearteyes clappinghands mediumdarkskintone clappinghands mediumdarkskintone raisinghands mediumdarkskintone raisinghands mediumdarkskintone raisinghands mediumdarkskintone raisinghands mediumdarkskintone
trust,0.6559999999999999,Oh man Scott amp Mike relationship is great
anticipation,0.648,fuck you Ill see you tomorrow
joy,0.438,my life is a joke smilingfacewithopenmouth
disgust,0.703,Just wanna be w bae walk around naked amp watch porn relievedface smilingface smilingfacewithhearteyes
fear,0.562,What help headache besides pill
anticipation,0.711,This mood Im in is something smilingcatfacewithhearteyes seenoevilmonkey sweatdroplets speaknoevilmonkey droplet tongue kiss
anger,0.706,Already irritated Please dont unamusedface
joy,0.924,noo Im not facewithtearsofjoy facewithtearsofjoy
trust,1.2890000000000001,Son You sent a girl to do your dirty work How do you sleep at nightFather Butt naked next to your mother
joy,0.924,A bit offended that you spelled my name wrong facewithtearsofjoy facewithtearsofjoy
disgust,0.82,My mom know my social security number father birthday etc But DONT know SHIT ABOUT ME hundredpoints thumbsdown poutingface
joy,0.6439999999999999,Nap wa life relievedface raisedfist
trust,1.391,I only have 4 real friend OKhand
sadness,1.375,Chest pain headache ampamp tear dont go together
trust,1.2029999999999998,Son really spittin bar clappinghands raisinghands good father
joy,2.502,Bae wa looking bomb AF bomb smilingfacewithhearteyes Curls wa POPPING smilingfacewithhearteyes facewithtearsofjoy
fear,1.714,He said I want to penetrate you Via butthole facewithmedicalmask facewithtearsofjoy loudlycryingface skull im dying
anticipation,0.711,WCEveryday smilingfacewithhearteyes faceblowingakiss ring heartwitharrow lockedwithkey kiss
disgust,0.82,Really am tired of her bullSHIT poutingface thumbsdown
joy,2.859,My mom make me wanna not smile laugh enjoy myself cry myself to sleep everynight leave amp never come back but there a few I live for hundredpoints
joy,0.924,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
trust,1.367,Perfect timing falling asleep bae OKbutton OKhand I swear Im speaking my mind angryfacewithhorns amp everybody who piss me off Im putting fire on they dumb as fire victoryhand Night winkingface angryfacewithhorns
fear,1.5710000000000002,Oh my GAAAWWWWDD smilingfacewithhearteyes locked faceblowingakiss heartwitharrow smilingface bomb fire All Mine
fear,0.7190000000000001,Id rather not witness yall fight thumbsdown but tbch that situation is none of my business
joy,0.591,Cant wait to go to Canada this summer wearyface smilingfacewithhearteyes
disgust,0.82,Rey be on my shit
trust,1.679,Hanging out with my brother next weekend smilingface smilingface smilingface I love that nigga fr
joy,0.721,Heaven only know x Towkio ft Chance the rapper smilingface smilingface smilingface
anger,0.8029999999999999,My loud as mouth or my resting bitch face facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy smilingfacewithopenmouthcoldsweat
surprise,0.516,Chance the rapper smilingface smilingface smilingface
disgust,0.617,I want my boyfriend and a fat bag of crab chip wearyface facesavouringdeliciousfood
trust,0.8200000000000001,Playing with police dog tonight Harford County Sheriffs Office
anticipation,1.359,I hope du donates that money to the needy fightthehunger
trust,0.383,Impose a curfew Lock up violator
joy,0.828,I love u too as hat beatingheart heartwitharrow beatingheart peoplewithbunnyearspartying
anger,0.735,Bri is my fucking favorite ugh I could write a novel about that damn girl
joy,1.6769999999999998,All I want on Saturdays is good food good sex and college football all year round
joy,0.924,you right facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,0.484,Still dreaming about him smilingfacewithopenmouthcoldsweat
trust,0.484,1 more than one person can like the song 2 she doesnt care that u like it she know im playing it
trust,0.477,u can come but u have to drive so drive and Ill go w you and well follow kelly
anger,0.531,When the whip break down on the side of the road
anticipation,0.516,oriole fan directed by mayor to not leave the stadium at this time because of protest
joy,0.924,facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
sadness,1.1869999999999998,Literally listening to girl just wanna have fun while broken down on the side of the road
fear,0.812,Insert lame tweet about how violence isnt the answer
joy,0.924,I havent smoked in so long yo facewithtearsofjoy facewithtearsofjoy
joy,0.924,Bruh they got a curfew facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
joy,2.093,grinningfacewithsmilingeyes facewithstuckouttongue stranger facewithcoldsweat we talked like once but youre a cutie smilingfacewithhearteyes hmu sometime
anticipation,0.992,Joppa is eating up this Football season watch OKhand
anticipation,1.3359999999999999,Like yall have no clue how excited I am yo
joy,0.924,I dont understand the point of beat they 250 dollar head phone when 40 dollar headphone do the same thing facewithtearsofjoy
anger,1.7,then the people who jumped the old man were innocent to the old man wa probably threatening there life So oh well
disgust,0.82,This track nation shit I see on the TL is weak af
anger,0.978,Calling woman bitch got me treating momma different
joy,2.145,I used to love going to drive in movie facewithtearsofjoy
joy,1.828,football work out w bro In a few smilingfacewithhorns
joy,0.924,The Baltimore nigga are ode coon yo facewithtearsofjoy
anticipation,0.648,whats the move for tomorrow eye
sadness,0.773,Man idec facewithtearsofjoy people are gonna die regardless it nothing you can do about it this point
joy,0.924,I used to be on some junkie shit freshman year facewithtearsofjoy
trust,0.633,bless my dm smilingfacewithsunglasses
joy,0.924,People are so stupid facewithtearsofjoy
joy,1.2029999999999998,I swear all yall mf do is party facewithtearsofjoy do something better with yall life man
fear,2.4459999999999997,but what happen with Zimmerman How much jail time did he get for killing him
trust,1.203,I been keeping nude safe since middle school
joy,1.455,Carlos is the funniest man alive yo facewithtearsofjoy facewithtearsofjoy
fear,2.4459999999999997,how much Jail time did he get for killing him tho
fear,0.722,In my opinion Stephen curry is the best shooter in the NBA right now
joy,0.924,Surprised am not nobody say nothing yet facewithtearsofjoy
anticipation,1.093,If you go to rising sun unfollow me
trust,1.242,Im fucking her raw like I love her
sadness,0.516,Im sore af
trust,0.821,yall meaning all of the white race is such a big word tho
anticipation,0.9840000000000001,sparkle sparkle youre cool af I fwy smilingfacewithsunglasses amp u always come in clutch in the dm relievedface but youre cute smilingface amp let me know when u ready to link up
disgust,0.82,This movie my mom got on TV is weak a shit too
joy,1.515,like I havent smoked since like summer of freshman year facewithtearsofjoy
anger,1.439,Rising sun is really some racist as bitch man heard they had rope hanging from the light post smh
anticipation,0.5,let me go get ready
joy,0.8170000000000001,beatingheart palmtree dolphin youre pretty smilingface hmu sometime
fear,0.7190000000000001,Fist up in the air tryna fight for your right
anticipation,0.516,I just dont have time for people game man we getting way to old for bullshit
fear,2.8989999999999996,no people protest when police are out here killing un armed black people
anger,0.8490000000000001,stffuuuu facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy Trayvon wa not beating him up you sound really stupid right now
