ID,tweet,affect_dimension,intensity_score,sentiment,tweet_text
2017-En-11404,@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! #outrage,anger,0.6459999999999999,anger,there is no room for jokes in hockey This is a serious business where we made up teams to fill out the tournament outrage
2017-En-11614,@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.,anger,0.542,anger,well cucks among her ranks agree equally about their outrage of black youths shot and harambe
2017-En-11351,@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery?   #rage. #iphonePhoneHome,anger,0.667,anger,turn that shit off Home Button under Accessibility nnWhen did innovation become mind fuckery rage iphonePhoneHome
2017-En-10170,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,anger,0.6459999999999999,anger,Ever put your fist through your laptops screen If so its time for a new one lmao rage anger hp
2017-En-11078,Panpiper playing Big River outside The Bridges in SR1 #outrage,anger,0.5,anger,Panpiper playing Big River outside The Bridges in SR1 outrage
2017-En-40683,"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot",anger,0.375,anger,Do not fret if you are not cool Humans who follow me become instantly cool Bot
2017-En-40865,@spamvicious I've just found out it's Candice and not Candace. She can pout all she likes for me 😍,anger,0.271,anger,Ive just found out its Candice and not Candace She can pout all she likes for me smilingfacewithhearteyes
2017-En-10570,Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed,anger,0.41700000000000004,anger,Controlling anger is a sign of those righteous people promised Paradise in the Quran in Surah Al Imran verses 133134 reward goodDeed
2017-En-10282,and apparently he's supposed to have a Scottish accent??? I'm #offended,anger,0.562,anger,and apparently hes supposed to have a Scottish accent Im offended
2017-En-40444,Candice on great british bake off with that pout does my head in 👊🏻🙄,anger,0.583,anger,Candice on great british bake off with that pout does my head in oncomingfist lightskintone facewithrollingeyes
2017-En-11176,@Remedy0_ switch host no bullet rage.,anger,0.396,anger,switch host no bullet rage
2017-En-30829,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger,0.604,anger,I assure you there is no laughter but increasing anger at the costs and arrogance of Westminster
2017-En-10545,@bismahmalik .....Seems like a fight ready to rage on.....,anger,0.43799999999999994,anger,Seems like a fight ready to rage on
2017-En-10671,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines,anger,0.375,anger,Prayers amp Protection to our brothers and sisters fighting in Charlotte rage against machines
2017-En-11410,"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies 🤘🏼",anger,0.25,anger,gonna eat pick up my brother get my car washed amp finally go home ressssst amp watch all fast amp furious movies signofthehorns mediumlightskintone
2017-En-10824,630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold,anger,0.20800000000000002,anger,630am meeting Olympic House 10golds24 relentless neverquit believe dreambig TeamTTO going4gold
2017-En-11021,@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus ,anger,0.521,anger,i think your highprofile female colleague would be one in yhat category massexodus
2017-En-10851,@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30 ,anger,0.125,anger,ITS GAME DAY T MINUS 14 Happy face smiley 0
2017-En-11022,@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus #bitter,anger,0.396,anger,i think your highprofile female colleague would be one in yhat category massexodus bitter
2017-En-11051,"if u have time 2 open a snap, u have time 2 respond",anger,0.375,anger,if u have time 2 open a snap u have time 2 respond
2017-En-41283,"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",anger,0.45799999999999996,anger,species cf Don Jr refugeesSkittlesknow he likes his snacksbut even frown on talking about eating humans lizardscum
2017-En-11067,Ok but how are the fast &amp; furious movies NOT classified as comedy's? 🤔,anger,0.292,anger,Ok but how are the fast amp furious movies NOT classified as comedys thinkingface
2017-En-10351,@TillTheEndMMVI I accidetly dumped boiling water my myself 😫,anger,0.521,anger,I accidetly dumped boiling water my myself tiredface
2017-En-10642,one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge,anger,0.435,anger,one month til someones bday and i think its time to flaunt that I got them something pretty awesome revenge
2017-En-11320,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right ,anger,0.396,anger,Dentist just said to me Im going to numb your front lip up so itll feel as if youve got lips like Pete Burns She was right
2017-En-10084,but that was a mistake and a half assed excuse and now here i am burning in hell forever,anger,0.7290000000000001,anger,but that was a mistake and a half assed excuse and now here i am burning in hell forever
2017-En-40724,Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂,anger,0.33299999999999996,anger,Anyway Im in a car with a furious white men and I have a really funny story to tell when Im sober facewithtearsofjoy
2017-En-10979,@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...,anger,0.5,anger,Ballmer will be furious Another delivery lost
2017-En-10615,@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.,anger,0.396,anger,bitter Nicole and Cory is why she was evicted
2017-En-10659,The best revenge is massive success. –Frank Sinatra,anger,0.375,anger,The best revenge is massive success –Frank Sinatra
2017-En-11135,#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!,anger,0.7290000000000001,anger,ADPs ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using
2017-En-10240,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,0.629,anger,sex offense happens across ALL races cultures and creeds amp they should be castrated
2017-En-11406,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town ",anger,0.271,anger,Good luck to all FuryHaney players playing this weekend at the Future Stars showcase in Frisco Tx KGB Gtown
2017-En-11565,"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #bitter  #shouldofVotedforNicole",anger,0.708,anger,James no 500k no 50k no 25k no 10k You fucked up bb18 bitter shouldofVotedforNicole
2017-En-10500,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone ,anger,0.45799999999999996,anger,bad news if ordered online it hasnt gone through same happened to me had to re order on the phone
2017-En-40131,@HannahFJames I'm distraught! 😭 Candice and her pout can piss off,anger,0.625,anger,Im distraught loudlycryingface Candice and her pout can piss off
2017-En-10809,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha,anger,0.25,anger,Tonights DragRace AllStars2 episode GAVE ME LIFE Yaassss queens teamalaska teamkatya bwahaha
2017-En-11336,I've never seen fast &amp; furious Tokyo drift. Boutta watch it,anger,0.22899999999999998,anger,Ive never seen fast amp furious Tokyo drift Boutta watch it
2017-En-10652,"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)",anger,0.375,anger,also other people who i love a whole damn lot erica joanna tiff sirli harley anja the rest of the gc bc i ran out of chara
2017-En-41196,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,anger,0.521,anger,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love days
2017-En-11534,@lericoo 35. Do you hold a grudge against your ex?,anger,0.263,anger,35 Do you hold a grudge against your ex
2017-En-10440,@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge,anger,0.479,anger,im now writing abt the changing face of sex industry in tr now men will talk to me then revenge
2017-En-11512,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder ,anger,0.667,anger,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake patronus adder
2017-En-11182,Nothing more entertaining and frightening than a #bitter #alcoholic trying desperately to get your attention.....,anger,0.479,anger,Nothing more entertaining and frightening than a bitter alcoholic trying desperately to get your attention
2017-En-10233,@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger,0.447,anger,Did you even give out any pizzas Serious fail hungry furious hangry
2017-En-10179,@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines  #con!,anger,0.6459999999999999,anger,wow My bill is £4477 and hav a text from u to prove that and you have taken £148 swines con
2017-En-11471,Goddamn headache. ,anger,0.6459999999999999,anger,Goddamn headache
2017-En-11540,"I either look like a raging bitch, or I'm obnoxiously laughing at something not that funny. I don't think there's any middle ground.",anger,0.48100000000000004,anger,I either look like a raging bitch or Im obnoxiously laughing at something not that funny I dont think theres any middle ground
2017-En-10002,@DPD_UK I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice,anger,0.8959999999999999,anger,I asked for my parcel to be delivered to a pick up store not my address fuming poorcustomerservice
