Word	ErrorFrequency	CorrectFrequency	ErrorProbability
orphanage	0	16	0.0
supplier	0	72	0.0
conditioning	0	45	0.0
abnormally	0	3	0.0
varying	0	2	0.0
unlawfully	0	3	0.0
finch	0	2	0.0
presume	0	6	0.0
votes	0	14	0.0
teal	0	5	0.0
fingerprints	0	13	0.0
bin	1	321	0.003105590062111801
donating	0	31	0.0
refinery	0	6	0.0
gibbon	0	1	0.0
curable	0	4	0.0
cavalcade	0	1	0.0
neighborhood	0	162	0.0
sugar	2	153	0.012903225806451613
quince	0	1	0.0
cubes	0	6	0.0
invalids	0	2	0.0
extremities	0	3	0.0
fixtures	0	34	0.0
franchisee	0	2	0.0
closure	0	1	0.0
expressionists	0	6	0.0
currency	1	263	0.003787878787878788
partnerships	0	2	0.0
illustrating	0	1	0.0
scold	0	2	0.0
plotting	0	2	0.0
sniper	0	2	0.0
impoverished	0	2	0.0
twist	0	20	0.0
directs	0	3	0.0
sugary	0	6	0.0
poses	0	2	0.0
promoter	0	8	0.0
sulfur	0	1	0.0
consist	0	101	0.0
procure	0	7	0.0
free	0	3213	0.0
bevy	0	1	0.0
fares	0	6	0.0
vandalize	1	39	0.025
prefecture	0	21	0.0
shortcoming	0	4	0.0
actives	0	15	0.0
clasping	0	1	0.0
popularize	0	1	0.0
nostalgia	0	16	0.0
fragrances	0	3	0.0
civilization	0	19	0.0
passed	0	268	0.0
enquired	0	1	0.0
click	0	16	0.0
favorable	0	34	0.0
inducted	0	1	0.0
weal	0	1	0.0
cup	4	504	0.007874015748031496
main	5	3609	0.001383508577753182
lipstick	0	5	0.0
tanking	0	3	0.0
gossiped	0	1	0.0
determination	0	25	0.0
rejoin	0	3	0.0
paced	0	4	0.0
tings	0	6	0.0
curtly	0	6	0.0
medicines	1	186	0.0053475935828877
yore	0	1	0.0
currencies	0	2	0.0
horticulture	0	1	0.0
forlorn	0	1	0.0
exaggerate	0	10	0.0
whips	0	1	0.0
devotedly	0	1	0.0
renovations	1	82	0.012048192771084338
strategies	0	166	0.0
incentive	0	21	0.0
interrupt	0	20	0.0
eta	0	6	0.0
surfboard	0	7	0.0
confusion	0	54	0.0
magician	0	12	0.0
dubbed	0	2	0.0
canteen	0	35	0.0
stoked	0	1	0.0
blacks	0	13	0.0
suffer	1	337	0.0029585798816568047
harmonic	0	2	0.0
environmentalist	0	1	0.0
embarks	0	1	0.0
found	3	4412	6.795016987542468E-4
agronomy	0	26	0.0
energizes	0	1	0.0
claps	0	1	0.0
untrustworthy	0	1	0.0
principles	2	32	0.058823529411764705
toucans	0	1	0.0
respecting	0	13	0.0
smaller	0	515	0.0
spoilt	0	3	0.0
alibi	1	2	0.3333333333333333
skiff	0	2	0.0
minorities	0	1	0.0
enjoy	5	3029	0.0016479894528675016
ever	1	2545	3.9277297721916735E-4
beloved	0	55	0.0
bookworm	0	1	0.0
scaffolding	0	1	0.0
snap	0	9	0.0
hand	0	1647	0.0
unimpressive	0	1	0.0
fatherly	0	1	0.0
modestly	0	3	0.0
subsidizing	0	1	0.0
disgraceful	0	1	0.0
blues	0	92	0.0
hovered	0	1	0.0
coped	0	2	0.0
homeland	0	13	0.0
administrate	0	8	0.0
invaluable	1	61	0.016129032258064516
absurd	0	13	0.0
indecisive	0	3	0.0
domestics	0	5	0.0
lethal	0	1	0.0
mantelpiece	0	1	0.0
safes	0	1	0.0
assume	0	51	0.0
argument	0	38	0.0
confessing	0	1	0.0
mushrooms	2	59	0.03278688524590164
transferred	0	11	0.0
rethink	0	16	0.0
debits	0	5	0.0
marked	0	480	0.0
atypical	0	3	0.0
extempore	0	1	0.0
flue	0	11	0.0
revising	0	2	0.0
convey	0	19	0.0
mew	0	2	0.0
slavery	0	6	0.0
ash	0	7	0.0
promo	0	2	0.0
pause	0	9	0.0
bullet	0	28	0.0
spotlight	0	3	0.0
lace	0	4	0.0
concepts	0	30	0.0
bookcases	0	3	0.0
stowaway	0	2	0.0
clarifying	0	6	0.0
does	3	5215	5.749329244921426E-4
ailments	0	1	0.0
settled	0	21	0.0
intestines	0	1	0.0
involves	0	50	0.0
proprietary	0	1	0.0
recommended	5	147	0.03289473684210526
hanky	0	1	0.0
smile	2	487	0.00408997955010225
steers	0	1	0.0
leprechaun	0	2	0.0
nationally	0	3	0.0
paid	27	1360	0.01946647440519106
longed	0	2	0.0
commissioned	0	13	0.0
pulp	0	12	0.0
restoration	0	183	0.0
concentrate	1	66	0.014925373134328358
accelerating	0	1	0.0
blessedly	0	2	0.0
sockets	0	5	0.0
portable	1	14	0.06666666666666667
reverse	0	18	0.0
curt	0	14	0.0
blurred	0	2	0.0
consummated	0	1	0.0
almonds	0	5	0.0
railing	0	36	0.0
attempting	0	6	0.0
dado	0	1	0.0
indefinable	0	1	0.0
sickness	2	508	0.00392156862745098
mangos	0	4	0.0
birthed	0	2	0.0
seats	0	51	0.0
dispirited	0	2	0.0
surpassing	0	1	0.0
observers	0	6	0.0
guitarist	0	10	0.0
cascade	0	1	0.0
unattended	0	8	0.0
dummies	0	1	0.0
autos	0	2	0.0
matt	0	27	0.0
necks	0	7	0.0
faint	0	18	0.0
shirt	10	9076	0.001100594320933304
degrade	0	1	0.0
jacked	0	5	0.0
selecting	0	22	0.0
followers	0	3	0.0
promotes	0	7	0.0
dial	0	17	0.0
unimaginable	0	3	0.0
flashlights	0	12	0.0
earned	0	48	0.0
formality	0	4	0.0
pacific	4	292	0.013513513513513514
saved	0	189	0.0
floor	10	5750	0.001736111111111111
post	0	291	0.0
about	15	32254	4.6484241842015554E-4
scanner	1	7	0.125
participated	1	64	0.015384615384615385
rolling	0	116	0.0
preposterous	0	1	0.0
sanitation	0	3	0.0
war	0	260	0.0
annotate	0	2	0.0
aline	0	168	0.0
legislation	0	5	0.0
tango	0	14	0.0
disseminates	0	1	0.0
etiquette	0	30	0.0
evaluations	0	3	0.0
morals	0	40	0.0
blah	0	5	0.0
desolation	0	1	0.0
schoolchildren	0	1	0.0
nutritional	0	11	0.0
disclosure	0	4	0.0
sprains	0	1	0.0
tycoons	0	4	0.0
irony	0	3	0.0
whimper	0	1	0.0
marring	0	4	0.0
mannerism	0	1	0.0
processing	1	26	0.037037037037037035
helms	0	1	0.0
oars	0	1	0.0
deduct	0	5	0.0
governed	0	3	0.0
reborn	0	1	0.0
hamburgers	0	27	0.0
concierge	0	11	0.0
dodged	0	1	0.0
gravy	0	14	0.0
pungency	0	1	0.0
venous	0	1	0.0
surreal	0	1	0.0
beings	0	58	0.0
figs	0	1	0.0
happened	9	1150	0.007765314926660914
touched	0	82	0.0
backhand	0	2	0.0
extract	0	18	0.0
kicking	0	9	0.0
rejuvenated	0	1	0.0
interneship	0	1	0.0
attested	0	1	0.0
upgrade	0	45	0.0
chartering	0	2	0.0
mace	0	2	0.0
reckoned	0	1	0.0
dins	0	1	0.0
obstetric	0	3	0.0
embodies	0	2	0.0
relevant	6	1248	0.004784688995215311
exists	0	63	0.0
teamed	0	2	0.0
ameliorated	0	1	0.0
bout	0	24	0.0
cranked	0	1	0.0
pluming	0	2	0.0
bullock	0	1	0.0
competitor	0	61	0.0
memorial	0	6	0.0
classed	0	1	0.0
refuses	0	87	0.0
dressage	0	1	0.0
sweethearts	0	4	0.0
imprison	0	3	0.0
week	3	10811	2.774181616423155E-4
apologizes	0	12	0.0
cap	0	165	0.0
tableware	0	3	0.0
legislator	0	2	0.0
crawling	0	2	0.0
speeds	0	6	0.0
hematology	0	2	0.0
plumbing	0	37	0.0
swollen	0	1	0.0
webmaster	0	3	0.0
railway	0	31	0.0
noted	0	44	0.0
stories	2	167	0.011834319526627219
destination	0	108	0.0
diminish	0	7	0.0
punishments	0	6	0.0
bellboy	0	1	0.0
ledge	0	3	0.0
ram	0	9	0.0
plum	0	8	0.0
chauvinist	0	1	0.0
railings	0	6	0.0
chocked	0	1	0.0
unhinged	0	1	0.0
molasses	0	1	0.0
ponder	0	1	0.0
negotiates	0	2	0.0
unrecognizable	0	2	0.0
bucketing	0	1	0.0
laconic	0	2	0.0
bated	0	1	0.0
niece	1	255	0.00390625
fluorescent	0	1	0.0
elite	0	13	0.0
coin	0	12	0.0
spaced	0	1	0.0
feline	0	2	0.0
overlook	0	9	0.0
lumber	0	1	0.0
bran	0	3	0.0
overcomes	0	1	0.0
mural	0	2	0.0
dialed	0	1	0.0
psychiatrist	0	19	0.0
struck	1	19	0.05
gambling	0	8	0.0
reactions	0	15	0.0
temptation	0	10	0.0
breeds	0	3	0.0
neonate	0	1	0.0
insufficiency	0	1	0.0
campus	0	32	0.0
calculator	0	7	0.0
missions	0	21	0.0
wakes	0	63	0.0
arena	0	20	0.0
touchy	0	5	0.0
brake	0	54	0.0
bell	0	29	0.0
ceremoniously	0	1	0.0
data	1	314	0.0031746031746031746
theirs	0	94	0.0
discus	0	5	0.0
dictations	0	1	0.0
tear	0	10	0.0
reread	0	1	0.0
receptionist	3	141	0.020833333333333332
preserve	0	42	0.0
established	0	77	0.0
barometer	0	1	0.0
rewards	0	29	0.0
religion	0	74	0.0
ceilings	0	33	0.0
continually	0	11	0.0
hailstones	0	1	0.0
problematic	0	27	0.0
youths	0	1	0.0
swims	0	20	0.0
appreciable	0	8	0.0
crosser	0	1	0.0
commode	0	3	0.0
brusk	0	3	0.0
discriminating	0	33	0.0
compile	0	4	0.0
patrols	0	19	0.0
centuries	0	19	0.0
tandem	0	73	0.0
alloy	0	2	0.0
traveled	0	326	0.0
manage	0	1679	0.0
brother	9	8219	0.0010938259601361207
career	18	3457	0.005179856115107914
snacks	2	108	0.01818181818181818
green	2	5173	3.864734299516908E-4
showman	0	1	0.0
senator	0	14	0.0
respective	0	23	0.0
bridesmaids	0	1	0.0
menaced	0	3	0.0
accurate	0	52	0.0
concrete	1	33	0.029411764705882353
banner	0	4	0.0
modes	0	1	0.0
radical	0	26	0.0
partly	0	17	0.0
prospecting	0	1	0.0
mirrored	0	2	0.0
kangaroo	0	11	0.0
tickets	2	658	0.0030303030303030303
paints	0	135	0.0
gleeful	0	1	0.0
sorcerer	0	3	0.0
watermelon	1	120	0.008264462809917356
humanity	1	23	0.041666666666666664
disobeyed	0	1	0.0
earthquakes	0	15	0.0
handrail	0	12	0.0
advocacy	0	21	0.0
livened	0	1	0.0
rotational	0	1	0.0
escalator	0	1	0.0
proceedings	0	1	0.0
cubicle	0	2	0.0
summarize	1	73	0.013513513513513514
honest	0	513	0.0
calorie	0	1	0.0
tears	0	25	0.0
simile	0	1	0.0
sighted	0	1	0.0
indemnification	0	2	0.0
ruble	0	1	0.0
succeeded	5	42	0.10638297872340426
frustration	0	20	0.0
punctual	2	267	0.007434944237918215
ceremonies	0	4	0.0
latches	0	1	0.0
firework	0	4	0.0
pickers	0	1	0.0
wasting	0	32	0.0
staggered	0	1	0.0
aeronautics	0	3	0.0
contacted	0	65	0.0
haves	0	33	0.0
seminar	0	36	0.0
arranging	0	19	0.0
inflatable	0	1	0.0
clique	0	1	0.0
indicate	1	175	0.005681818181818182
bard	0	2	0.0
fiend	0	8	0.0
plants	1	2162	4.623208506703652E-4
gathers	0	3	0.0
homework	3	677	0.004411764705882353
cleverest	0	7	0.0
lust	0	4	0.0
registering	0	4	0.0
prewar	0	1	0.0
grew	0	121	0.0
supply	0	177	0.0
conspirator	0	1	0.0
misunderstand	0	4	0.0
reeve	0	1	0.0
augment	0	1	0.0
pith	0	1	0.0
insulin	0	2	0.0
heir	0	33	0.0
worthy	0	50	0.0
wallpaper	1	10	0.09090909090909091
editor	0	88	0.0
siding	0	1	0.0
derives	0	1	0.0
outdoor	0	329	0.0
strengthened	0	1	0.0
guaranties	0	2	0.0
cashew	0	4	0.0
horizontal	0	13	0.0
bitch	0	16	0.0
twisted	0	4	0.0
fey	0	5	0.0
divine	0	13	0.0
thy	0	12	0.0
pry	0	2	0.0
preaches	0	2	0.0
stuffy	1	8	0.1111111111111111
democrat	0	2	0.0
enrage	0	4	0.0
corner	2	651	0.0030627871362940277
worlds	0	25	0.0
humiliation	0	8	0.0
initiate	0	11	0.0
boom	0	7	0.0
gracefully	0	3	0.0
observing	0	46	0.0
nearest	0	84	0.0
victory	0	43	0.0
receipts	0	10	0.0
salmons	0	1	0.0
wanton	0	2	0.0
unfashionable	0	2	0.0
pauper	0	1	0.0
billionaires	0	2	0.0
optimize	0	20	0.0
instructive	0	4	0.0
nylons	0	1	0.0
squeak	0	1	0.0
lanky	0	2	0.0
incognito	0	1	0.0
wildlife	0	79	0.0
breadwinner	0	1	0.0
frightened	0	71	0.0
forced	0	120	0.0
psych	0	1	0.0
clogged	0	173	0.0
animals	1	4835	2.0678246484698098E-4
references	0	100	0.0
tinned	0	1	0.0
occupant	0	1	0.0
xenophobic	0	1	0.0
tote	0	1	0.0
waterfall	0	52	0.0
fervent	0	1	0.0
vanity	0	3	0.0
gorgeous	1	238	0.0041841004184100415
illegality	0	1	0.0
chip	0	44	0.0
baggy	1	451	0.0022123893805309734
overstated	0	1	0.0
hunted	0	14	0.0
retinue	0	1	0.0
banqueting	0	1	0.0
competed	0	3	0.0
positioning	0	7	0.0
archeologist	0	1	0.0
rosary	0	2	0.0
unemployed	2	248	0.008
engrossing	0	1	0.0
hooray	0	4	0.0
shrinkage	0	1	0.0
sigh	0	6	0.0
tissues	0	3	0.0
exploration	0	9	0.0
highs	0	2	0.0
such	2	2933	6.814310051107325E-4
enforced	0	2	0.0
educations	0	15	0.0
vaulted	0	1	0.0
amenities	0	13	0.0
decorates	0	15	0.0
handier	0	1	0.0
unruly	0	1	0.0
loft	0	5	0.0
horsing	0	1	0.0
arising	0	4	0.0
hairy	0	10	0.0
consumption	0	26	0.0
unkind	0	12	0.0
suffixes	0	1	0.0
recruiters	0	9	0.0
ombudsman	0	3	0.0
ones	0	370	0.0
aye	0	6	0.0
baptist	0	5	0.0
pets	0	530	0.0
explores	0	24	0.0
fairer	0	1	0.0
stiff	0	3	0.0
hats	0	263	0.0
progression	0	2	0.0
flamboyant	0	4	0.0
naturals	0	18	0.0
subtle	0	5	0.0
evacuating	0	4	0.0
gypsies	0	1	0.0
attentiveness	0	3	0.0
tranquility	0	9	0.0
marrying	0	13	0.0
sucked	0	8	0.0
investigations	0	11	0.0
producers	0	8	0.0
bargain	0	49	0.0
mes	0	4	0.0
heave	0	7	0.0
impotent	0	4	0.0
rocketed	0	2	0.0
artificial	0	54	0.0
invention	0	16	0.0
sneak	0	5	0.0
top	0	3300	0.0
yanked	0	1	0.0
civic	0	3	0.0
weeknights	0	1	0.0
vegan	0	3	0.0
respectability	0	2	0.0
variation	0	10	0.0
lit	0	7	0.0
radial	0	1	0.0
centrifugal	0	3	0.0
appears	0	126	0.0
silvan	0	3	0.0
conception	0	3	0.0
rapper	0	6	0.0
recompensed	0	3	0.0
hugged	0	4	0.0
geologist	1	16	0.058823529411764705
bathtub	0	14	0.0
termly	0	1	0.0
elaborated	0	5	0.0
unstable	0	45	0.0
thicket	0	3	0.0
classifies	0	1	0.0
cottages	0	16	0.0
chain	0	47	0.0
lunchtime	0	18	0.0
conjuring	0	1	0.0
sweeties	0	1	0.0
fife	0	43	0.0
spectators	0	11	0.0
treachery	0	1	0.0
forgot	2	478	0.004166666666666667
recede	0	1	0.0
splitting	0	2	0.0
including	2	776	0.002570694087403599
everywhere	1	193	0.005154639175257732
excepting	0	6	0.0
scurrilous	0	6	0.0
anew	0	4	0.0
protect	0	312	0.0
enterprising	0	5	0.0
sizes	0	69	0.0
twittering	0	2	0.0
overturns	0	2	0.0
goldsmith	0	1	0.0
straightaway	0	1	0.0
bunk	0	4	0.0
trimester	0	3	0.0
quark	0	2	0.0
promise	1	508	0.0019646365422396855
jewellers	0	1	0.0
predict	0	27	0.0
assigns	0	1	0.0
belongings	0	13	0.0
fox	0	32	0.0
bowels	0	1	0.0
playhouse	0	1	0.0
clarifications	0	7	0.0
accompanying	0	18	0.0
burgled	0	5	0.0
coiffure	0	1	0.0
blasted	0	1	0.0
overload	0	2	0.0
evidences	0	35	0.0
sank	1	33	0.029411764705882353
replete	0	3	0.0
supersonic	0	1	0.0
itineraries	0	1	0.0
accused	0	41	0.0
earphones	4	317	0.012461059190031152
contenders	0	1	0.0
correctly	0	100	0.0
toking	0	4	0.0
destructed	0	1	0.0
piles	0	7	0.0
elks	0	2	0.0
price	2	2479	8.061265618702137E-4
dog	8	12609	6.340651501941825E-4
peace	1	310	0.003215434083601286
puzzle	0	8	0.0
erotic	0	2	0.0
paradox	0	1	0.0
granted	0	17	0.0
citizens	0	75	0.0
lengthy	0	3	0.0
presumed	0	1	0.0
media	0	592	0.0
dumps	0	1	0.0
karaoke	0	65	0.0
remuneration	0	11	0.0
storyteller	0	4	0.0
retreat	0	2	0.0
caricatures	0	1	0.0
thereafter	0	17	0.0
stark	0	111	0.0
onion	0	121	0.0
emirates	0	22	0.0
particularities	0	3	0.0
victorious	0	4	0.0
odds	0	2	0.0
borne	0	12	0.0
howler	0	1	0.0
whooshing	0	1	0.0
divisor	0	1	0.0
flatly	0	1	0.0
sewage	0	6	0.0
aquiculture	0	1	0.0
curios	0	6	0.0
participator	0	1	0.0
mogul	0	1	0.0
expelled	0	5	0.0
management	27	2333	0.011440677966101695
hazards	0	30	0.0
unlimited	0	14	0.0
portals	0	4	0.0
gore	0	2	0.0
disembark	0	5	0.0
exceptions	0	10	0.0
irresolute	0	1	0.0
neatness	0	2	0.0
professionals	0	79	0.0
imprint	0	6	0.0
defects	0	18	0.0
giant	0	36	0.0
enclosure	0	6	0.0
meteor	0	8	0.0
cardboard	0	32	0.0
pilgrimage	0	7	0.0
burying	0	1	0.0
pitcher	0	9	0.0
kilograms	0	14	0.0
biasing	0	1	0.0
encrypted	0	1	0.0
chowder	0	1	0.0
extinguisher	0	1	0.0
underprivileged	0	3	0.0
sinuous	0	1	0.0
entirety	0	2	0.0
willows	0	1	0.0
refute	0	1	0.0
indigestible	0	1	0.0
liberty	0	37	0.0
welcomes	0	11	0.0
awareness	1	51	0.019230769230769232
bankruptcy	0	7	0.0
carped	0	1	0.0
positioned	0	16	0.0
schoolgirl	0	7	0.0
situations	1	363	0.0027472527472527475
pleasured	0	10	0.0
seven	3	2754	0.001088139281828074
inconvenient	3	30	0.09090909090909091
distress	0	9	0.0
seasick	0	3	0.0
truant	0	1	0.0
proper	0	80	0.0
understandings	0	2	0.0
titanium	0	2	0.0
lady	0	309	0.0
appraised	0	3	0.0
fished	0	17	0.0
pushy	0	13	0.0
introverts	0	1	0.0
box	0	660	0.0
ravens	0	1	0.0
lightweight	1	9	0.1
headquarters	0	32	0.0
horn	0	11	0.0
upsets	0	3	0.0
overstep	0	2	0.0
stopping	0	148	0.0
dissatisfying	0	2	0.0
noon	0	240	0.0
unquote	0	1	0.0
chocking	0	1	0.0
dollars	3	5634	5.321979776476849E-4
downloads	0	3	0.0
repercussions	0	1	0.0
aspirations	0	10	0.0
handler	0	2	0.0
assassin	0	5	0.0
fomented	0	1	0.0
lowly	0	1	0.0
practice	2	820	0.0024330900243309003
bond	0	47	0.0
designing	8	221	0.034934497816593885
pomade	0	2	0.0
anaesthetized	0	1	0.0
televisions	0	37	0.0
mule	0	3	0.0
climbed	0	43	0.0
ajar	0	2	0.0
philosophic	0	1	0.0
delegating	0	4	0.0
always	23	13539	0.0016959150567762867
contend	0	2	0.0
downer	0	1	0.0
coincidence	0	17	0.0
pains	0	519	0.0
heroism	0	2	0.0
suit	1	1031	9.689922480620155E-4
enclosing	0	8	0.0
sprig	0	4	0.0
folded	0	1	0.0
premonition	0	2	0.0
upside	0	17	0.0
riffs	0	1	0.0
villages	0	84	0.0
inefficiently	0	3	0.0
discoveries	0	7	0.0
sewn	0	1	0.0
coward	0	7	0.0
sectors	0	24	0.0
brandy	0	9	0.0
helicopter	1	43	0.022727272727272728
devise	0	5	0.0
romantics	0	10	0.0
butlers	0	1	0.0
flesh	0	10	0.0
rut	0	2	0.0
grandchild	0	25	0.0
doctoral	0	25	0.0
laces	0	3	0.0
drugstore	0	52	0.0
fleas	0	5	0.0
sickened	0	1	0.0
squarely	0	1	0.0
politicians	0	20	0.0
dire	0	8	0.0
backlog	0	1	0.0
endured	0	5	0.0
migrate	0	3	0.0
sentence	0	56	0.0
revere	0	1	0.0
currents	0	2	0.0
exaggerations	0	1	0.0
against	6	1433	0.004169562195969423
trim	1	164	0.006060606060606061
municipal	0	25	0.0
mineral	0	37	0.0
commanding	0	1	0.0
assumed	0	15	0.0
raw	1	98	0.010101010101010102
forewarned	0	1	0.0
indirectly	0	14	0.0
instead	6	1010	0.005905511811023622
weights	0	131	0.0
invariably	0	1	0.0
handsomely	0	1	0.0
designate	0	3	0.0
east	0	131	0.0
disappointed	1	328	0.00303951367781155
adore	0	59	0.0
bring	1	4032	2.479543763947434E-4
benevolent	1	3	0.25
compete	0	44	0.0
boy	0	1093	0.0
abstract	0	40	0.0
problem	2	2789	7.165890361877463E-4
nicest	0	5	0.0
steered	0	1	0.0
briefs	0	2	0.0
execute	0	29	0.0
fictions	0	1	0.0
doings	0	3	0.0
pervasive	0	2	0.0
thinker	0	3	0.0
optimistic	0	53	0.0
faxing	0	2	0.0
dices	0	1	0.0
sitcoms	1	531	0.0018796992481203006
chiropractor	0	3	0.0
overnights	0	1	0.0
hams	0	2	0.0
knot	0	2	0.0
disillusioned	0	1	0.0
minima	0	1	0.0
subtraction	0	1	0.0
inadmissible	0	1	0.0
mounted	0	7	0.0
superman	0	10	0.0
greed	0	8	0.0
copyrighted	0	1	0.0
grad	0	10	0.0
infuse	0	3	0.0
immigrants	0	7	0.0
advisability	0	1	0.0
herald	0	8	0.0
facades	0	1	0.0
practised	0	11	0.0
harmless	0	8	0.0
scams	0	1	0.0
bloomers	0	1	0.0
rods	0	1	0.0
economy	1	241	0.004132231404958678
crushing	0	5	0.0
restroom	0	8	0.0
affording	0	5	0.0
dram	0	3	0.0
flashed	0	1	0.0
quarterly	0	16	0.0
intimidated	0	6	0.0
populate	0	3	0.0
madam	0	803	0.0
spat	0	1	0.0
fined	0	8	0.0
start	2	3964	5.042864346949068E-4
lifetimes	0	4	0.0
formulation	0	1	0.0
anticipated	0	4	0.0
inspected	0	2	0.0
marriages	0	15	0.0
raining	1	479	0.0020833333333333333
sigma	0	7	0.0
environmentalists	0	1	0.0
cheerful	0	59	0.0
onward	0	3	0.0
majorities	0	2	0.0
hisses	0	3	0.0
proportions	0	4	0.0
humanistic	0	2	0.0
practiced	1	61	0.016129032258064516
income	0	722	0.0
pinched	0	1	0.0
demands	0	70	0.0
forms	0	122	0.0
merchandising	0	5	0.0
cultivating	0	2	0.0
thread	0	9	0.0
asses	0	7	0.0
inscribed	0	2	0.0
weaker	0	14	0.0
risky	0	22	0.0
townhouse	0	2	0.0
liners	0	2	0.0
fictitious	0	3	0.0
friend	27	9594	0.002806361085126286
saddening	0	1	0.0
girder	0	1	0.0
swears	0	4	0.0
sound	0	837	0.0
disgruntled	0	1	0.0
remunerated	0	3	0.0
soaked	0	237	0.0
gentlemanly	0	2	0.0
chambermaids	0	1	0.0
overbook	0	2	0.0
prints	0	20	0.0
employment	2	206	0.009615384615384616
solids	0	2	0.0
specification	0	21	0.0
transient	0	1	0.0
elephants	1	279	0.0035714285714285713
wastebasket	0	1	0.0
haddock	0	2	0.0
bigmouth	0	1	0.0
signature	0	28	0.0
awash	0	1	0.0
refundable	0	2	0.0
subjection	0	1	0.0
studious	0	17	0.0
applaud	0	3	0.0
lanes	0	3	0.0
fag	0	1	0.0
presenter	0	7	0.0
predestined	0	1	0.0
crepe	0	2	0.0
deepen	0	6	0.0
archive	0	10	0.0
cincture	0	1	0.0
refutes	0	10	0.0
stays	1	75	0.013157894736842105
unwashed	0	1	0.0
carets	0	1	0.0
inoffensive	0	1	0.0
grieves	0	1	0.0
teach	1	1194	8.368200836820083E-4
trinity	0	4	0.0
warmhearted	0	2	0.0
imagination	0	33	0.0
cowardice	0	1	0.0
pathogens	0	1	0.0
opted	0	1	0.0
throats	0	11	0.0
breathless	0	2	0.0
condescending	0	1	0.0
wholesales	0	2	0.0
stammer	0	1	0.0
degraded	0	1	0.0
apiece	0	1	0.0
ads	0	99	0.0
glasses	3	648	0.004608294930875576
knowing	0	179	0.0
tackles	0	2	0.0
commons	0	4	0.0
genius	0	50	0.0
scam	0	3	0.0
alphabet	0	10	0.0
whirlwind	0	3	0.0
reputedly	0	1	0.0
terrarium	0	1	0.0
illicitly	0	1	0.0
underwent	0	6	0.0
mien	0	1	0.0
married	32	5116	0.006216006216006216
caribou	0	2	0.0
posthumous	0	2	0.0
watered	0	12	0.0
thus	0	217	0.0
wasp	0	1	0.0
cancers	0	1	0.0
travelers	0	7	0.0
begrudging	0	1	0.0
veteran	0	7	0.0
competences	0	17	0.0
sunbathing	1	25	0.038461538461538464
experimenting	0	1	0.0
workshop	0	64	0.0
newton	0	8	0.0
molehill	0	1	0.0
derive	0	2	0.0
conduced	0	5	0.0
unity	0	7	0.0
introduces	0	9	0.0
combines	0	29	0.0
kinds	0	865	0.0
managing	2	315	0.006309148264984227
tunes	0	4	0.0
despair	0	10	0.0
promotion	2	509	0.003913894324853229
tragically	0	2	0.0
inclose	0	2	0.0
afflicted	0	2	0.0
peerless	0	1	0.0
bench	0	71	0.0
act	0	492	0.0
pesticide	0	3	0.0
heavy	1	307	0.003246753246753247
witnesses	0	21	0.0
gasped	0	1	0.0
endearment	0	1	0.0
crumpled	0	1	0.0
spend	3	2228	0.001344688480502017
ably	0	1	0.0
pantry	0	4	0.0
remodeled	0	204	0.0
van	0	51	0.0
farces	0	1	0.0
wander	0	18	0.0
looser	0	3	0.0
grammatical	0	8	0.0
bleeder	0	1	0.0
fiords	0	3	0.0
grandpas	0	1	0.0
cocky	0	2	0.0
repeats	0	3	0.0
defy	0	2	0.0
beards	0	4	0.0
describing	1	37	0.02631578947368421
whets	0	1	0.0
empties	0	1	0.0
effortlessly	1	2	0.3333333333333333
midday	0	40	0.0
squeezed	0	13	0.0
shovel	0	1	0.0
template	0	1	0.0
flocks	0	7	0.0
inn	0	19	0.0
country	9	2904	0.003089598352214212
romanticism	0	1	0.0
gracious	0	4	0.0
gossip	2	718	0.002777777777777778
exhibit	0	35	0.0
pranks	0	1	0.0
sends	0	26	0.0
congenital	0	2	0.0
geographically	0	1	0.0
behind	3	478	0.006237006237006237
rapidity	0	1	0.0
balustrades	0	1	0.0
elements	0	58	0.0
wandered	0	3	0.0
contracted	0	18	0.0
inedible	0	4	0.0
frond	0	6	0.0
correspondent	0	3	0.0
vividly	0	4	0.0
rescues	0	5	0.0
poise	0	1	0.0
grill	0	51	0.0
bridges	2	46	0.041666666666666664
duplicated	0	1	0.0
inability	0	1	0.0
ohm	0	1	0.0
henceforth	0	3	0.0
dusting	0	1	0.0
plunge	0	7	0.0
brown	28	12500	0.002234993614303959
polystyrene	0	1	0.0
detector	0	2	0.0
everything	4	2406	0.0016597510373443983
dynamics	1	16	0.058823529411764705
hoarding	0	2	0.0
occur	0	89	0.0
swapping	0	1	0.0
completes	0	6	0.0
certification	1	100	0.009900990099009901
grandmother	12	2161	0.005522319374137137
brainstorm	1	236	0.004219409282700422
marlin	0	12	0.0
midtown	0	1	0.0
seaweed	0	2	0.0
undoubtedly	0	15	0.0
disregard	0	2	0.0
witches	0	22	0.0
fighters	0	10	0.0
destinations	0	7	0.0
nuptial	0	1	0.0
grateful	5	282	0.017421602787456445
eruptions	0	6	0.0
plummer	0	1	0.0
hoax	0	1	0.0
enquire	2	429	0.004640371229698376
reflections	0	2	0.0
household	1	52	0.018867924528301886
sheriff	0	12	0.0
then	31	20768	0.0014904562719361507
hard	1	3293	3.0358227079538557E-4
wings	0	49	0.0
spared	0	1	0.0
focussed	0	5	0.0
culmination	0	1	0.0
fighting	0	168	0.0
sawyer	0	11	0.0
