ori_sentiment,tweet_text,final_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
nocode,for the peninsula wars and the 1st defeat of Napolean.,"['for', 'the', 'peninsula', 'wars', 'war', 'and', 'the', '1st', 'defeat', 'of', 'napolean']",fear,1.0,0.9420000000000001,inspired,5.0,1.5023076779409783,0.0,0.0,3.0,1.0,0.0,0.0,joy,3.0
happy,well deserved. Congrats!,"['well', 'deserved', 'deserve', 'congrats', 'congrat']",joy,1.0,0.773,inspired,4.0,0.893453622276708,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
happy,loved the exhibition today! My mum especially loved it! X,"['loved', 'love', 'the', 'exhibition', 'today', 'my', 'mum', 'especially', 'loved', 'love', 'it']",joy,2.0,1.687,inspired,6.0,1.246175706871688,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
happy,task 40821 of Foreign Weapons before starting my real job for the day happy Monday!,"['task', '40821', 'of', 'foreign', 'weapons', 'weapon', 'before', 'starting', 'start', 'my', 'real', 'job', 'for', 'the', 'day', 'happy', 'monday']",anticipation,2.0,1.3050000000000002,inspired,11.0,1.8100068370879983,0.0,0.0,6.0,0.0,1.0,1.0,joy,6.0
not-relevant,All vital and profitable national institutions. Don't let the #Tories sell them off,"['all', 'vital', 'and', 'profitable', 'national', 'institutions', 'institution', 'do', ""n't"", 'not', 'let', 'the', 'tories', 'sell', 'them', 'they', 'off']",,0.0,0.0,amused,8.0,1.4880189410124303,0.0,0.0,8.0,2.0,0.0,0.0,joy,8.0
nocode,User testing and 3D printing,"['user', 'testing', 'and', '3d', 'printing']",,0.0,0.0,amused,3.0,0.5812573839053226,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
nocode,lenin is favourite painter,"['lenin', 'is', 'be', 'favourite', 'painter']",,0.0,0.0,inspired,3.0,0.695534548387454,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
happy,I got 10/10 in 'Can you guess the artwork?' #arthistorydegree #wellworthit,"['i', 'got', 'get', '10/10', 'in', 'can', 'you', 'guess', 'the', 'artwork', '#arthistorydegree', 'wellworthit']",surprise,1.0,0.39799999999999996,inspired,4.0,0.8841029425672433,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
nocode,And Rubens' Massacre of the Innocents,"['and', 'rubens', ""'"", ""'s"", 'massacre', 'of', 'the', 'innocents']",sadness,1.0,0.9309999999999999,sad,3.0,0.8056874556855987,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,one of the most delicious coffee is ever before tackling the Greek exhibition,"['one', 'of', 'the', 'most', 'delicious', 'coffee', 'is', 'be', 'ever', 'before', 'tackling', 'tackle', 'the', 'greek', 'exhibition']",joy,2.0,0.9119999999999999,inspired,8.0,1.4484656187432279,0.0,0.0,8.0,0.0,0.0,1.0,joy,8.0
not-relevant,#AskTheGallery How much did spend on employing CIS to staff the Rembrandt Exhibition and the Sainsbury Wing?,"['ask', 'thegallery', 'how', 'much', 'did', 'do', 'spend', 'on', 'employing', 'employ', 'cis', 'to', 'staff', 'the', 'rembrandt', 'exhibition', 'and', 'the', 'sainsbury', 'wing']",trust,1.0,0.445,inspired,11.0,2.0993480576092183,0.0,0.0,7.0,0.0,1.0,0.0,joy,7.0
nocode,This is how a show should be hung. Don't miss Christopher Williams' The Production Line of Happiness,"['this', 'is', 'be', 'how', 'a', 'show', 'should', 'be', 'hung', 'hang', 'do', ""n't"", 'not', 'miss', 'christopher', 'williams', ""'"", ""'s"", 'the', 'production', 'line', 'of', 'happiness']",anticipation,2.0,1.1099999999999999,inspired,9.0,1.5751074057391705,0.0,0.0,3.0,2.0,1.0,0.0,joy,3.0
happy,A young friend has drawn us a great pic of inside and out with his new pencil #CastleHill15,"['a', 'young', 'friend', 'has', 'have', 'drawn', 'draw', 'us', 'we', 'a', 'great', 'pic', 'of', 'inside', 'and', 'out', 'with', 'his', 'he', 'new', 'pencil', 'castlehill', '15']",joy,2.0,0.804,inspired,10.0,1.7552187784174238,0.0,0.0,10.0,0.0,0.0,0.0,joy,10.0
disgust|angry,: Culture? Funded by the P.R. budget? DO ME A FAVOUR. I would not go there if you paid me.,"['culture', 'funded', 'fund', 'by', 'the', 'p.r.', 'budget', 'do', 'me', 'i', 'a', 'favour', 'i', 'would', 'not', 'go', 'there', 'if', 'you', 'paid', 'pay', 'me', 'i']",trust,2.0,0.8360000000000001,annoyed,9.0,1.4505257053748184,0.0,0.0,4.0,2.0,1.0,0.0,joy,4.0
nocode,got a painting in London Open at and couple of paintings in Reality at both open mid July,"['got', 'get', 'a', 'painting', 'in', 'london', 'open', 'at', 'and', 'couple', 'of', 'paintings', 'painting', 'in', 'reality', 'at', 'both', 'open', 'mid', 'july']",,0.0,0.0,inspired,10.0,1.9492536978986132,1.0,1.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,Artist Larissa Sansour discusses the use of sci-fi in her films 27 June with,"['artist', 'larissa', 'sansour', 'discusses', 'discuss', 'the', 'use', 'of', 'sci', 'fi', 'in', 'her', 'she', 'films', 'film', '27', 'june', 'with']",,0.0,0.0,amused,10.0,1.7872954538958696,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
angry,#AskTheGallery When will you be re-instating Candy Udwin? Why should the arts be subject to private profit?,"['ask', 'thegallery', 'when', 'will', 'you', 'be', 're-instating', 're-instate', 'candy', 'udwin', 'why', 'should', 'the', 'arts', 'art', 'be', 'subject', 'to', 'private', 'profit']",anticipation,1.0,0.391,inspired,7.0,1.4618334725008817,0.0,0.0,9.0,1.0,0.0,0.0,joy,9.0
happy,Patients of Sharp Ward are enjoying historic views of the city thanks to,"['patients', 'patient', 'of', 'sharp', 'ward', 'are', 'be', 'enjoying', 'enjoy', 'historic', 'views', 'view', 'of', 'the', 'city', 'thanks', 'to']",joy,3.0,1.7690000000000001,inspired,11.0,1.8140631450221747,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
nocode,"Rosetta Stone "" . example of what the Napoleonic Wars brought out of Egypt #Waterloo200","['rosetta', 'stone', 'example', 'of', 'what', 'the', 'napoleonic', 'wars', 'brought', 'bring', 'out', 'of', 'egypt', 'waterloo200']",,0.0,0.0,inspired,8.0,1.786796039463753,0.0,0.0,4.0,0.0,1.0,0.0,joy,4.0
happy,It is also a privilege to have the great in London it is truly wonderful #arttherapy,"['it', 'is', 'be', 'also', 'a', 'privilege', 'to', 'have', 'the', 'great', 'in', 'london', 'it', 'is', 'be', 'truly', 'wonderful', '#arttherapy']",trust,2.0,1.039,inspired,6.0,1.2188687037842467,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
disgust|angry,Are you encouraging them to violate men is privacy? Assault! This woman is advocating assault!,"['are', 'be', 'you', 'encouraging', 'encourage', 'them', 'they', 'to', 'violate', 'men', 'man', 'is', 'be', 'privacy', 'assault', 'this', 'woman', 'is', 'be', 'advocating', 'advocate', 'assault']",trust,3.0,1.8440000000000003,inspired,10.0,1.7939784398227663,0.0,0.0,4.0,0.0,0.0,1.0,joy,4.0
nocode,The bird cage to represent infancy. The instrument to represent youth . The Armour to represent strength and manhood,"['the', 'bird', 'cage', 'to', 'represent', 'infancy', 'the', 'instrument', 'to', 'represent', 'youth', 'the', 'armour', 'to', 'represent', 'strength', 'and', 'manhood']",joy,2.0,0.813,inspired,9.0,1.792938223605152,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,Fantastic to be in London today speaking event. Met lovely people from &amp;,"['fantastic', 'to', 'be', 'in', 'london', 'today', 'speaking', 'speak', 'event', 'met', 'meet', 'lovely', 'people', 'from', '&amp']",joy,1.0,0.7190000000000001,inspired,10.0,1.8152944252661627,0.0,0.0,5.0,0.0,1.0,0.0,joy,5.0
not-relevant,"it is a bright but cloudy day. If the sun is behind a cloud, there would not be a lot of shadow, maybe?","['it', 'is', 'be', 'a', 'bright', 'but', 'cloudy', 'day', 'if', 'the', 'sun', 'is', 'be', 'behind', 'a', 'cloud', 'there', 'would', 'not', 'be', 'a', 'lot', 'of', 'shadow', 'maybe']",anticipation,1.0,0.445,inspired,10.0,1.7456684292503215,1.0,1.0,5.0,1.0,0.0,0.0,joy,5.0
nocode,open source Events CMS could this be what needs? #culturegeek,"['open', 'source', 'events', 'event', 'cms', 'could', 'this', 'be', 'what', 'needs', 'need']",,0.0,0.0,inspired,8.0,1.6381985513405386,0.0,0.0,3.0,1.0,1.0,0.0,joy,3.0
angry,#askthegallery What do you take more pride in: Hanging classic artwork or hanging your staff out to dry?,"['#askthegallery', 'what', 'do', 'you', 'take', 'more', 'pride', 'in', 'hanging', 'hang', 'classic', 'artwork', 'or', 'hanging', 'hang', 'your', 'you', 'staff', 'out', 'to', 'dry']",joy,2.0,0.781,inspired,8.0,1.5427225539042433,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
not-relevant,"The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland","['the', '2nd', 'genocide', 'against', 'biafrans', 'as', 'promised', 'promise', 'by', 'buhari', 'has', 'have', 'begun', 'begin', '3', 'days', 'day', 'of', 'unreported', 'aerial', 'bombardment', 'in', 'biafraland']",fear,1.0,0.8440000000000001,angry,10.0,1.7426477847241129,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
nocode,"""Crisis Through the Ages"" topic of our one-day conference. Booking is free but mandatory. Thx!","['crisis', 'through', 'the', 'ages', 'topic', 'of', 'our', 'we', 'one', 'day', 'conference', 'booking', 'is', 'be', 'free', 'but', 'mandatory', 'thx']",joy,2.0,0.888,amused,10.0,1.8748092514778458,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,"Excited for discussions on the potential, practicalities &amp;challenges of museum archival research #museumarchive event in July","['excited', 'for', 'discussions', 'discussion', 'on', 'the', 'potential', 'practicalities', 'practicality', 'challenges', 'challenge', 'of', 'museum', 'archival', 'research', '#museumarchive', 'event', 'in', 'july']",anticipation,1.0,0.8590000000000001,inspired,13.0,3.0633349588604064,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,Thanks to Lucy &amp; co. New Rhythms Through New Eyes going up in the Education studio in prep for Saturday!,"['thanks', 'to', 'lucy', '&amp', 'co.', 'new', 'rhythms', 'through', 'new', 'eyes', 'going', 'go', 'up', 'in', 'the', 'education', 'studio', 'in', 'prep', 'for', 'saturday']",,0.0,0.0,inspired,11.0,2.133957846947161,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,Wonderful book from trip to the today. Such a fun way to improve on geography knowledge! #maps,"['wonderful', 'book', 'from', 'trip', 'to', 'the', 'today', 'such', 'a', 'fun', 'way', 'to', 'improve', 'on', 'geography', 'knowledge', 'maps', 'map']",joy,3.0,2.0149999999999997,inspired,11.0,2.450986956781915,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
nocode,"i am at in London, Greater London","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",,0.0,0.0,inspired,2.0,0.36957788078621484,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
happy,In London a beautiful Vermeer #inarttours #masterpieces,"['in', 'london', 'a', 'beautiful', 'vermeer', '#inarttours', 'binarttour', '#masterpieces', '#masterpiece']",joy,1.0,0.7809999999999999,inspired,3.0,0.6423772025817936,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
disgust,. ignores questions on sponsorship fees received from Shell. No surprises. #Artwash,"['ignores', 'ignore', 'questions', 'question', 'on', 'sponsorship', 'fees', 'fee', 'received', 'receive', 'from', 'shell', 'no', 'surprises', 'surprise', 'artwash']",joy,2.0,1.1680000000000001,inspired,12.0,2.1282383866316614,0.0,0.0,4.0,1.0,1.0,0.0,joy,4.0
nocode,CEO N Chandra welcomed 450 guests to the TCS UK reception which featured 400 yrs of #shakespeare magic,"['ceo', 'n', 'chandra', 'welcomed', 'welcome', '450', 'guests', 'guest', 'to', 'the', 'tcs', 'uk', 'reception', 'which', 'featured', 'feature', '400', 'yrs', 'year', 'of', '#shakespeare', 'magic']",joy,2.0,1.242,inspired,13.0,2.505323054394064,0.0,0.0,7.0,0.0,2.0,0.0,joy,7.0
happy,"at the #SoFAA dinner listening to the wonderful main speaker, Tim Knox of","['at', 'the', 'sofaa', 'dinner', 'listening', 'listen', 'to', 'the', 'wonderful', 'main', 'speaker', 'tim', 'knox', 'of']",joy,1.0,0.863,inspired,8.0,1.4048855997137089,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
angry,Fantastic standing up for workers #noprivatisation while sits on fence!,"['fantastic', 'standing', 'stand', 'up', 'for', 'workers', 'worker', '#noprivatisation', 'while', 'sits', 'sit', 'on', 'fence']",,0.0,0.0,inspired,8.0,1.2544339547786814,1.0,1.0,3.0,0.0,0.0,1.0,joy,3.0
happy,Enjoyed a couple of hours in side the British Museum lonelyplanet #summer #NotSoSunny…,"['enjoyed', 'enjoy', 'a', 'couple', 'of', 'hours', 'hour', 'in', 'side', 'the', 'british', 'museum', 'lonelyplanet', '#summer', 'notsosunny']",joy,1.0,0.812,inspired,9.0,1.7651092671841364,0.0,0.0,4.0,0.0,1.0,0.0,joy,4.0
happy,"you have incredibly helpful staff here, from security team to support staff in rooms and galleries! #greatservice","['you', 'have', 'incredibly', 'helpful', 'staff', 'here', 'from', 'security', 'team', 'to', 'support', 'staff', 'in', 'rooms', 'room', 'and', 'galleries', 'gallery', 'greatservice']",trust,2.0,1.266,inspired,10.0,1.8781912289491227,0.0,0.0,9.0,0.0,1.0,0.0,joy,9.0
happy,Amazing job team 2 in the bag. Massive thanks to Happy #Waterloo200 peeps!,"['amazing', 'job', 'team', '2', 'in', 'the', 'bag', 'massive', 'thanks', 'to', 'happy', 'waterloo200', 'peeps', 'peep']",trust,2.0,1.2730000000000001,inspired,9.0,1.8252626378389176,1.0,1.0,1.0,1.0,0.0,0.0,,0.0
nocode,. can you attend adjournment debate tomorrow #noprivatisation #reinstatecandy,"['can', 'you', 'attend', 'adjournment', 'debate', 'tomorrow', '#noprivatisation', '#reinstatecandy']",anticipation,1.0,0.648,annoyed,4.0,0.6524959329167936,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,/ Exeter Redcoats ready for the coming to pic,"['exeter', 'redcoats', 'ready', 'for', 'the', 'coming', 'come', 'to', 'pic']",anticipation,2.0,1.133,amused,5.0,0.9949155700886869,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,"After his defeat at Waterloo, Napoleon abdicated for the second time via","['after', 'his', 'he', 'defeat', 'at', 'waterloo', 'napoleon', 'abdicated', 'abdicate', 'for', 'the', 'second', 'time', 'via']",anticipation,1.0,0.516,dontcare,8.0,1.4190935292142082,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
nocode,. Art Prize winner Corin Sworn creates a new large-scale installation,"['art', 'prize', 'winner', 'corin', 'sworn', 'creates', 'create', 'a', 'new', 'large', 'scale', 'installation']",joy,3.0,1.158,inspired,11.0,2.421590911205531,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
happy,"6 years ago today, the greatest museum opened: the #acropolismuseum. #givethemback #elginmarbles #greece","['6', 'years', 'year', 'ago', 'today', 'the', 'greatest', 'museum', 'opened', 'open', 'the', '#acropolismuseum', '#givethemback', '#elginmarbles', '#elginmarble']",,0.0,0.0,inspired,8.0,1.4976004070431732,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,Spartan! Do you suppose some knew when to pose?,"['spartan', 'do', 'you', 'suppose', 'some', 'knew', 'know', 'when', 'to', 'pose']",,0.0,0.0,inspired,5.0,1.00963483925241,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
nocode,BEATRICE GIBSON will present her new film THIS SATURDAY Book now:,"['beatrice', 'gibson', 'will', 'present', 'her', 'she', 'new', 'film', 'this', 'saturday', 'book', 'now']",anticipation,1.0,0.516,inspired,7.0,1.2592752084082506,0.0,0.0,5.0,1.0,0.0,0.0,joy,5.0
happy,Had an excellent lunchtime visit to with this afternoon for the #DefiningBeauty exhibition.,"['had', 'have', 'an', 'a', 'excellent', 'lunchtime', 'visit', 'to', 'with', 'this', 'afternoon', 'for', 'the', 'definingbeauty', 'exhibition']",joy,1.0,0.812,inspired,5.0,0.8216687769438904,0.0,0.0,6.0,1.0,0.0,0.0,joy,6.0
happy,The perfect location to wear #VanessaGounden ... The Great Court #WearableART #Artivism,"['the', 'perfect', 'location', 'to', 'wear', 'vanessagounden', 'the', 'great', 'court', 'wearableart', 'artivism']",anticipation,2.0,0.937,inspired,5.0,0.8689717134941116,0.0,0.0,3.0,0.0,0.0,1.0,joy,3.0
happy,whole trip free!,"['whole', 'trip', 'free']",joy,1.0,0.544,inspired,3.0,0.5611149029921626,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,. Reinstate Candy after tribunal success #AskTheGallery,"['reinstate', 'candy', 'after', 'tribunal', 'success', 'ask', 'thegallery']",anticipation,2.0,1.032,inspired,5.0,0.8237116210138073,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,what is the scope of getting some of the art and ideally complete exhibitions outside London? NW maybe #AskTheGallery,"['what', 'is', 'be', 'the', 'scope', 'of', 'getting', 'get', 'some', 'of', 'the', 'art', 'and', 'ideally', 'complete', 'exhibitions', 'exhibition', 'outside', 'london', 'nw', 'maybe', 'ask', 'thegallery']",joy,2.0,0.749,inspired,13.0,2.6441324231493737,1.0,1.0,6.0,0.0,1.0,0.0,joy,6.0
happy,"...and have the Sutton Hoo Anglo-Saxon hoard, including the iconic helmet. Striking up close.","['and', 'have', 'the', 'sutton', 'hoo', 'anglo', 'saxon', 'hoard', 'including', 'include', 'the', 'iconic', 'helmet', 'striking', 'strike', 'up', 'close']",surprise,2.0,1.367,amused,12.0,2.2213314706451053,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
happy,Looking forward to seeing the Australia exhibition at soon. My take on the Ancient Greece exhibit:,"['looking', 'look', 'forward', 'to', 'seeing', 'see', 'the', 'australia', 'exhibition', 'at', 'soon', 'my', 'take', 'on', 'the', 'ancient', 'greece', 'exhibit']",,0.0,0.0,inspired,12.0,2.45892798242064,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
not-relevant,that or piss,"['that', 'or', 'piss']",,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0
nocode,Evidence ? correct Christopher Wood and correct time frame ?,"['evidence', 'correct', 'christopher', 'wood', 'and', 'correct', 'time', 'frame']",anticipation,1.0,0.516,inspired,6.0,0.9472694457142923,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
not-relevant,#job Development Officer in #Exeter closing date 10 July #museumjobs,"['job', 'development', 'officer', 'in', 'exeter', 'closing', 'date', '10', 'july', '#museumjobs', '#museumjob']",trust,1.0,0.609,amused,7.0,1.1253047716990972,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,Work experience was great,"['work', 'experience', 'was', 'be', 'great']",joy,1.0,0.375,inspired,3.0,0.6820563810622039,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
nocode,i am curious to know what is the story behind this unsettling display?,"['i', 'am', 'be', 'curious', 'to', 'know', 'what', 'is', 'be', 'the', 'story', 'behind', 'this', 'unsettling', 'display']",anticipation,1.0,0.633,inspired,6.0,1.1380558080654721,0.0,0.0,4.0,0.0,1.0,0.0,joy,4.0
nocode,Frans Hals; We replaced the heavy 70s pastiche with a Dutch 17th century rosewood moulding frame.,"['frans', 'hals', 'we', 'replaced', 'replace', 'the', 'heavy', '70s', '70', 'pastiche', 'with', 'a', 'dutch', '17th', 'century', 'rosewood', 'moulding', 'frame']",,0.0,0.0,inspired,10.0,1.5449573544223836,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
happy,Thanks to Tom for helping me study Bronze Age metalwork this week for my #phd. Read about my visit here:,"['thanks', 'to', 'tom', 'for', 'helping', 'help', 'me', 'i', 'study', 'bronze', 'age', 'metalwork', 'this', 'week', 'for', 'my', '#phd', 'read', 'about', 'my', 'visit', 'here']",,0.0,0.0,inspired,11.0,2.564703994146288,0.0,0.0,6.0,0.0,0.0,1.0,joy,6.0
nocode,"My ToI Q&amp;A: W/writer,filmmaker &amp; first woman head of on 'The Improbability of Love':","['my', 'toi', 'q&amp', 'a', 'w', 'writer', 'filmmaker', 'first', 'woman', 'head', 'of', 'on', 'the', 'improbability', 'of', 'love']",joy,1.0,0.828,inspired,7.0,1.3062292779252567,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
not-relevant,the trail has disappeared from that linked page.,"['the', 'trail', 'has', 'have', 'disappeared', 'disappear', 'from', 'that', 'linked', 'link', 'page']",fear,1.0,0.42200000000000004,amused,6.0,0.9015842337474504,0.0,0.0,5.0,0.0,1.0,0.0,joy,5.0
nocode,Henry VIII crowned king #onthisday 1509.19th-century portrait after Holbein,"['henry', 'viii', 'crowned', 'crow', 'king', '#onthisday', '1509.', '19th', 'century', 'portrait', 'after', 'holbein']",,0.0,0.0,amused,7.0,1.320716890997037,0.0,0.0,4.0,0.0,1.0,0.0,joy,4.0
happy,"have not seen the garden yet but will soon. i am a fan, that is what I am!! Rhyme of the day","['have', 'not', 'seen', 'see', 'the', 'garden', 'yet', 'but', 'will', 'soon', 'i', 'am', 'be', 'a', 'fan', 'that', 'is', 'be', 'what', 'i', 'am', 'be', 'rhyme', 'of', 'the', 'day']",joy,1.0,0.33299999999999996,inspired,8.0,1.4347981609967329,0.0,0.0,6.0,2.0,1.0,0.0,joy,6.0
happy,Visitors like 3D weather. Millionth visitor today!,"['visitors', 'visitor', 'like', '3d', 'weather', 'millionth', 'visitor', 'today']",anticipation,1.0,0.531,amused,6.0,1.2910876982610007,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
nocode,Get in the mood for #Pollock &amp; make some Jazzy Drips with the family,"['get', 'in', 'the', 'mood', 'for', 'pollock', 'make', 'some', 'jazzy', 'drips', 'drip', 'with', 'the', 'family']",joy,1.0,0.5,inspired,8.0,2.0091736152885202,0.0,0.0,5.0,1.0,0.0,0.0,joy,5.0
nocode,Ancient lives new discoveries,"['ancient', 'lives', 'life', 'new', 'discoveries', 'discovery']",joy,1.0,0.43799999999999994,inspired,6.0,1.3092080909520223,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy|surprise,The most erotic painting in The No! not the Bronzino!-- but--'Leda &amp; the Swan' after Michealangleo,"['the', 'most', 'erotic', 'painting', 'in', 'the', 'no!', 'not', 'the', 'bronzino', 'but', 'leda', '&amp', 'the', 'swan', 'after', 'michealangleo']",anticipation,1.0,0.6409999999999999,amused,3.0,0.7894305782260272,1.0,1.0,5.0,1.0,0.0,0.0,joy,5.0
