ori_sentiment,tweet_text,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
nocode,"new exhibition Famous 5 btw, #7sTurns10","['new', 'exhibition', 'famous', '5', 'btw', '7sturns', '10']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
not-relevant,actually the longest day this year will be June 30th when the next leap second will be added at 23:59:60,"['actually', 'the', 'longest', 'day', 'this', 'year', 'will', 'be', 'june', '30th', 'when', 'the', 'next', 'leap', 'second', 'will', 'be', 'added', 'add', 'at', '23:59:60']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.414,trust,1.0,0.414
happy,A grant helped us acquire 'Whistlejacket' in 1997. Learn more: via,"['a', 'grant', 'helped', 'help', 'us', 'we', 'acquire', 'whistlejacket', 'in', '1997', 'learn', 'more', 'via']",0.0,0.0,0.0,0.0,1.0,0.203,1.0,0.366,0.0,0.0,0.0,0.0,1.0,0.414,1.0,0.594,trust,1.0,0.594
not-relevant,London London London,"['london', 'london', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,it is amazing! you are always so up to date! The best museum in the world! Thanks!,"['it', 'is', 'be', 'amazing', 'you', 'are', 'be', 'always', 'so', 'up', 'to', 'date', 'the', 'best', 'museum', 'in', 'the', 'world', 'thanks']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.344
nocode,#indigenousAustralia moving exh about effect of colonisation &amp; documents the peoples' fight for rights to their 'country'.,"['#indigenousaustralia', 'moving', 'move', 'exh', 'about', 'effect', 'of', 'colonisation', 'documents', 'document', 'the', 'peoples', 'people', ""'"", ""'s"", 'fight', 'for', 'rights', 'to', 'their', 'they', 'country']",1.0,0.667,0.0,0.0,1.0,0.7190000000000001,0.0,0.0,1.0,0.295,0.0,0.0,0.0,0.0,0.0,0.0,fear,1.0,0.7190000000000001
nocode,Have you seen the #sand in the #paint? The #Beach at #Trouville 1870 by Claude #Monet,"['have', 'you', 'seen', 'see', 'the', '#sand', 'in', 'the', '#paint', 'the', 'beach', 'at', 'trouville', '1870', 'by', 'claude', 'monet']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.5
happy,Yum! 😀,['yum'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,{ } #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics,"['korea', 'china', '#art', 'london', '#ttot', '#lp', '#vacation', '#trip', '#photography', 'photo', 'travel', '#travelpics', '#travelpic']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42200000000000004,trust,1.0,0.42200000000000004
happy,Of course! Nothing more and nothing less than the eye of Horus! Greetings!,"['of', 'course', 'nothing', 'more', 'and', 'nothing', 'less', 'than', 'the', 'eye', 'of', 'horus', 'greetings', 'greeting']",0.0,0.0,0.0,0.0,1.0,0.16699999999999998,0.0,0.0,0.0,0.0,1.0,0.289,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"u did not respond to my compliments,earlier?","['u', 'did', 'do', 'not', 'respond', 'to', 'my', 'compliments', 'compliment', 'earlier']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.831,0.0,0.0,1.0,0.375,1.0,0.45299999999999996,1.0,0.516,joy,1.0,0.831
nocode,for the peninsula wars and the 1st defeat of Napolean.,"['for', 'the', 'peninsula', 'wars', 'war', 'and', 'the', '1st', 'defeat', 'of', 'napolean']",0.0,0.0,0.0,0.0,1.0,0.9420000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,1.0,0.9420000000000001
happy,well deserved. Congrats!,"['well', 'deserved', 'deserve', 'congrats', 'congrat']",1.0,0.17600000000000002,0.0,0.0,0.0,0.0,1.0,0.773,0.0,0.0,0.0,0.0,1.0,0.602,1.0,0.516,joy,1.0,0.773
happy,loved the exhibition today! My mum especially loved it! X,"['loved', 'love', 'the', 'exhibition', 'today', 'my', 'mum', 'especially', 'loved', 'love', 'it']",0.0,0.0,0.0,0.0,1.0,0.07,2.0,1.687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.758,joy,2.0,1.687
happy,task 40821 of Foreign Weapons before starting my real job for the day happy Monday!,"['task', '40821', 'of', 'foreign', 'weapons', 'weapon', 'before', 'starting', 'start', 'my', 'real', 'job', 'for', 'the', 'day', 'happy', 'monday']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7879999999999999,0.0,0.0,1.0,0.344,2.0,1.3050000000000002,2.0,1.25,anticipation,2.0,1.3050000000000002
not-relevant,All vital and profitable national institutions. Don't let the #Tories sell them off,"['all', 'vital', 'and', 'profitable', 'national', 'institutions', 'institution', 'do', ""n't"", 'not', 'let', 'the', 'tories', 'sell', 'them', 'they', 'off']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,User testing and 3D printing,"['user', 'testing', 'and', '3d', 'printing']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,lenin is favourite painter,"['lenin', 'is', 'be', 'favourite', 'painter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,I got 10/10 in 'Can you guess the artwork?' #arthistorydegree #wellworthit,"['i', 'got', 'get', '10/10', 'in', 'can', 'you', 'guess', 'the', 'artwork', '#arthistorydegree', 'wellworthit']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.265,0.0,0.0,1.0,0.39799999999999996,0.0,0.0,0.0,0.0,surprise,1.0,0.39799999999999996
nocode,And Rubens' Massacre of the Innocents,"['and', 'rubens', ""'"", ""'s"", 'massacre', 'of', 'the', 'innocents']",1.0,0.882,1.0,0.883,1.0,0.9109999999999999,0.0,0.0,1.0,0.9309999999999999,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.9309999999999999
nocode,one of the most delicious coffee is ever before tackling the Greek exhibition,"['one', 'of', 'the', 'most', 'delicious', 'coffee', 'is', 'be', 'ever', 'before', 'tackling', 'tackle', 'the', 'greek', 'exhibition']",1.0,0.545,0.0,0.0,0.0,0.0,2.0,0.9119999999999999,0.0,0.0,1.0,0.602,0.0,0.0,0.0,0.0,joy,2.0,0.9119999999999999
not-relevant,#AskTheGallery How much did spend on employing CIS to staff the Rembrandt Exhibition and the Sainsbury Wing?,"['ask', 'thegallery', 'how', 'much', 'did', 'do', 'spend', 'on', 'employing', 'employ', 'cis', 'to', 'staff', 'the', 'rembrandt', 'exhibition', 'and', 'the', 'sainsbury', 'wing']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.445,trust,1.0,0.445
nocode,This is how a show should be hung. Don't miss Christopher Williams' The Production Line of Happiness,"['this', 'is', 'be', 'how', 'a', 'show', 'should', 'be', 'hung', 'hang', 'do', ""n't"", 'not', 'miss', 'christopher', 'williams', ""'"", ""'s"", 'the', 'production', 'line', 'of', 'happiness']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9840000000000001,1.0,0.379,0.0,0.0,2.0,1.1099999999999999,1.0,0.35200000000000004,anticipation,2.0,1.1099999999999999
happy,A young friend has drawn us a great pic of inside and out with his new pencil #CastleHill15,"['a', 'young', 'friend', 'has', 'have', 'drawn', 'draw', 'us', 'we', 'a', 'great', 'pic', 'of', 'inside', 'and', 'out', 'with', 'his', 'he', 'new', 'pencil', 'castlehill', '15']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.804,0.0,0.0,1.0,0.16399999999999998,1.0,0.5,1.0,0.75,joy,2.0,0.804
disgust|angry,: Culture? Funded by the P.R. budget? DO ME A FAVOUR. I would not go there if you paid me.,"['culture', 'funded', 'fund', 'by', 'the', 'p.r.', 'budget', 'do', 'me', 'i', 'a', 'favour', 'i', 'would', 'not', 'go', 'there', 'if', 'you', 'paid', 'pay', 'me', 'i']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.242,0.0,0.0,0.0,0.0,1.0,0.461,2.0,0.8360000000000001,trust,2.0,0.8360000000000001
nocode,got a painting in London Open at and couple of paintings in Reality at both open mid July,"['got', 'get', 'a', 'painting', 'in', 'london', 'open', 'at', 'and', 'couple', 'of', 'paintings', 'painting', 'in', 'reality', 'at', 'both', 'open', 'mid', 'july']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Artist Larissa Sansour discusses the use of sci-fi in her films 27 June with,"['artist', 'larissa', 'sansour', 'discusses', 'discuss', 'the', 'use', 'of', 'sci', 'fi', 'in', 'her', 'she', 'films', 'film', '27', 'june', 'with']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
angry,#AskTheGallery When will you be re-instating Candy Udwin? Why should the arts be subject to private profit?,"['ask', 'thegallery', 'when', 'will', 'you', 'be', 're-instating', 're-instate', 'candy', 'udwin', 'why', 'should', 'the', 'arts', 'art', 'be', 'subject', 'to', 'private', 'profit']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23399999999999999,1.0,0.0,1.0,0.172,1.0,0.391,0.0,0.0,anticipation,1.0,0.391
happy,Patients of Sharp Ward are enjoying historic views of the city thanks to,"['patients', 'patient', 'of', 'sharp', 'ward', 'are', 'be', 'enjoying', 'enjoy', 'historic', 'views', 'view', 'of', 'the', 'city', 'thanks', 'to']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7690000000000001,0.0,0.0,0.0,0.0,3.0,1.492,2.0,1.0699999999999998,joy,3.0,1.7690000000000001
nocode,"Rosetta Stone "" . example of what the Napoleonic Wars brought out of Egypt #Waterloo200","['rosetta', 'stone', 'example', 'of', 'what', 'the', 'napoleonic', 'wars', 'brought', 'bring', 'out', 'of', 'egypt', 'waterloo200']",1.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,It is also a privilege to have the great in London it is truly wonderful #arttherapy,"['it', 'is', 'be', 'also', 'a', 'privilege', 'to', 'have', 'the', 'great', 'in', 'london', 'it', 'is', 'be', 'truly', 'wonderful', '#arttherapy']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.863,0.0,0.0,1.0,0.45299999999999996,0.0,0.0,2.0,1.039,trust,2.0,1.039
disgust|angry,Are you encouraging them to violate men is privacy? Assault! This woman is advocating assault!,"['are', 'be', 'you', 'encouraging', 'encourage', 'them', 'they', 'to', 'violate', 'men', 'man', 'is', 'be', 'privacy', 'assault', 'this', 'woman', 'is', 'be', 'advocating', 'advocate', 'assault']",1.0,0.8590000000000001,0.0,0.0,1.0,0.8909999999999999,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8440000000000003,trust,3.0,1.8440000000000003
nocode,The bird cage to represent infancy. The instrument to represent youth . The Armour to represent strength and manhood,"['the', 'bird', 'cage', 'to', 'represent', 'infancy', 'the', 'instrument', 'to', 'represent', 'youth', 'the', 'armour', 'to', 'represent', 'strength', 'and', 'manhood']",1.0,0.045,0.0,0.0,1.0,0.062,2.0,0.813,1.0,0.391,1.0,0.172,1.0,0.49200000000000005,1.0,0.6559999999999999,joy,2.0,0.813
happy,Fantastic to be in London today speaking event. Met lovely people from &amp;,"['fantastic', 'to', 'be', 'in', 'london', 'today', 'speaking', 'speak', 'event', 'met', 'meet', 'lovely', 'people', 'from', '&amp']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7190000000000001,1.0,0.009000000000000001,1.0,0.18,1.0,0.555,1.0,0.586,joy,1.0,0.7190000000000001
not-relevant,"it is a bright but cloudy day. If the sun is behind a cloud, there would not be a lot of shadow, maybe?","['it', 'is', 'be', 'a', 'bright', 'but', 'cloudy', 'day', 'if', 'the', 'sun', 'is', 'be', 'behind', 'a', 'cloud', 'there', 'would', 'not', 'be', 'a', 'lot', 'of', 'shadow', 'maybe']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.266,1.0,0.23399999999999999,1.0,0.172,1.0,0.445,1.0,0.43799999999999994,anticipation,1.0,0.445
nocode,open source Events CMS could this be what needs? #culturegeek,"['open', 'source', 'events', 'event', 'cms', 'could', 'this', 'be', 'what', 'needs', 'need']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
angry,#askthegallery What do you take more pride in: Hanging classic artwork or hanging your staff out to dry?,"['#askthegallery', 'what', 'do', 'you', 'take', 'more', 'pride', 'in', 'hanging', 'hang', 'classic', 'artwork', 'or', 'hanging', 'hang', 'your', 'you', 'staff', 'out', 'to', 'dry']",1.0,0.636,1.0,0.531,1.0,0.6409999999999999,2.0,0.781,1.0,0.547,0.0,0.0,0.0,0.0,0.0,0.0,joy,2.0,0.781
not-relevant,"The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland","['the', '2nd', 'genocide', 'against', 'biafrans', 'as', 'promised', 'promise', 'by', 'buhari', 'has', 'have', 'begun', 'begin', '3', 'days', 'day', 'of', 'unreported', 'aerial', 'bombardment', 'in', 'biafraland']",1.0,0.606,0.0,0.0,1.0,0.8440000000000001,1.0,0.415,0.0,0.0,0.0,0.0,1.0,0.516,1.0,0.773,fear,1.0,0.8440000000000001
nocode,"""Crisis Through the Ages"" topic of our one-day conference. Booking is free but mandatory. Thx!","['crisis', 'through', 'the', 'ages', 'topic', 'of', 'our', 'we', 'one', 'day', 'conference', 'booking', 'is', 'be', 'free', 'but', 'mandatory', 'thx']",0.0,0.0,0.0,0.0,1.0,0.7659999999999999,2.0,0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,2.0,0.888
happy,"Excited for discussions on the potential, practicalities &amp;challenges of museum archival research #museumarchive event in July","['excited', 'for', 'discussions', 'discussion', 'on', 'the', 'potential', 'practicalities', 'practicality', 'challenges', 'challenge', 'of', 'museum', 'archival', 'research', '#museumarchive', 'event', 'in', 'july']",1.0,0.364,0.0,0.0,1.0,0.281,1.0,0.818,0.0,0.0,1.0,0.625,1.0,0.8590000000000001,2.0,0.742,anticipation,1.0,0.8590000000000001
happy,Thanks to Lucy &amp; co. New Rhythms Through New Eyes going up in the Education studio in prep for Saturday!,"['thanks', 'to', 'lucy', '&amp', 'co.', 'new', 'rhythms', 'through', 'new', 'eyes', 'going', 'go', 'up', 'in', 'the', 'education', 'studio', 'in', 'prep', 'for', 'saturday']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Wonderful book from trip to the today. Such a fun way to improve on geography knowledge! #maps,"['wonderful', 'book', 'from', 'trip', 'to', 'the', 'today', 'such', 'a', 'fun', 'way', 'to', 'improve', 'on', 'geography', 'knowledge', 'maps', 'map']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0149999999999997,0.0,0.0,2.0,0.734,2.0,1.0150000000000001,2.0,1.117,joy,3.0,2.0149999999999997
nocode,"i am at in London, Greater London","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,In London a beautiful Vermeer #inarttours #masterpieces,"['in', 'london', 'a', 'beautiful', 'vermeer', '#inarttours', 'binarttour', '#masterpieces', '#masterpiece']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7809999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.7809999999999999
disgust,. ignores questions on sponsorship fees received from Shell. No surprises. #Artwash,"['ignores', 'ignore', 'questions', 'question', 'on', 'sponsorship', 'fees', 'fee', 'received', 'receive', 'from', 'shell', 'no', 'surprises', 'surprise', 'artwash']",2.0,0.40599999999999997,0.0,0.0,2.0,0.344,2.0,1.1680000000000001,1.0,0.045,1.0,0.21100000000000002,0.0,0.0,0.0,0.0,joy,2.0,1.1680000000000001
nocode,CEO N Chandra welcomed 450 guests to the TCS UK reception which featured 400 yrs of #shakespeare magic,"['ceo', 'n', 'chandra', 'welcomed', 'welcome', '450', 'guests', 'guest', 'to', 'the', 'tcs', 'uk', 'reception', 'which', 'featured', 'feature', '400', 'yrs', 'year', 'of', '#shakespeare', 'magic']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,2.0,1.242
happy,"at the #SoFAA dinner listening to the wonderful main speaker, Tim Knox of","['at', 'the', 'sofaa', 'dinner', 'listening', 'listen', 'to', 'the', 'wonderful', 'main', 'speaker', 'tim', 'knox', 'of']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.863,0.0,0.0,1.0,0.45299999999999996,0.0,0.0,1.0,0.625,joy,1.0,0.863
angry,Fantastic standing up for workers #noprivatisation while sits on fence!,"['fantastic', 'standing', 'stand', 'up', 'for', 'workers', 'worker', '#noprivatisation', 'while', 'sits', 'sit', 'on', 'fence']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Enjoyed a couple of hours in side the British Museum lonelyplanet #summer #NotSoSunny…,"['enjoyed', 'enjoy', 'a', 'couple', 'of', 'hours', 'hour', 'in', 'side', 'the', 'british', 'museum', 'lonelyplanet', '#summer', 'notsosunny']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.812,0.0,0.0,0.0,0.0,1.0,0.578,1.0,0.484,joy,1.0,0.812
happy,"you have incredibly helpful staff here, from security team to support staff in rooms and galleries! #greatservice","['you', 'have', 'incredibly', 'helpful', 'staff', 'here', 'from', 'security', 'team', 'to', 'support', 'staff', 'in', 'rooms', 'room', 'and', 'galleries', 'gallery', 'greatservice']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42200000000000004,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.266,trust,2.0,1.266
happy,Amazing job team 2 in the bag. Massive thanks to Happy #Waterloo200 peeps!,"['amazing', 'job', 'team', '2', 'in', 'the', 'bag', 'massive', 'thanks', 'to', 'happy', 'waterloo200', 'peeps', 'peep']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7879999999999999,0.0,0.0,0.0,0.0,1.0,0.555,2.0,1.2730000000000001,trust,2.0,1.2730000000000001
nocode,. can you attend adjournment debate tomorrow #noprivatisation #reinstatecandy,"['can', 'you', 'attend', 'adjournment', 'debate', 'tomorrow', '#noprivatisation', '#reinstatecandy']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.648,0.0,0.0,anticipation,1.0,0.648
nocode,/ Exeter Redcoats ready for the coming to pic,"['exeter', 'redcoats', 'ready', 'for', 'the', 'coming', 'come', 'to', 'pic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.133,0.0,0.0,anticipation,2.0,1.133
nocode,"After his defeat at Waterloo, Napoleon abdicated for the second time via","['after', 'his', 'he', 'defeat', 'at', 'waterloo', 'napoleon', 'abdicated', 'abdicate', 'for', 'the', 'second', 'time', 'via']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,anticipation,1.0,0.516
nocode,. Art Prize winner Corin Sworn creates a new large-scale installation,"['art', 'prize', 'winner', 'corin', 'sworn', 'creates', 'create', 'a', 'new', 'large', 'scale', 'installation']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.158,1.0,0.0,2.0,0.7190000000000001,2.0,0.993,1.0,0.562,joy,3.0,1.158
happy,"6 years ago today, the greatest museum opened: the #acropolismuseum. #givethemback #elginmarbles #greece","['6', 'years', 'year', 'ago', 'today', 'the', 'greatest', 'museum', 'opened', 'open', 'the', '#acropolismuseum', '#givethemback', '#elginmarbles', '#elginmarble']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Spartan! Do you suppose some knew when to pose?,"['spartan', 'do', 'you', 'suppose', 'some', 'knew', 'know', 'when', 'to', 'pose']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,BEATRICE GIBSON will present her new film THIS SATURDAY Book now:,"['beatrice', 'gibson', 'will', 'present', 'her', 'she', 'new', 'film', 'this', 'saturday', 'book', 'now']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.441,0.0,0.0,1.0,0.32,1.0,0.516,1.0,0.45299999999999996,anticipation,1.0,0.516
happy,Had an excellent lunchtime visit to with this afternoon for the #DefiningBeauty exhibition.,"['had', 'have', 'an', 'a', 'excellent', 'lunchtime', 'visit', 'to', 'with', 'this', 'afternoon', 'for', 'the', 'definingbeauty', 'exhibition']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6559999999999999,joy,1.0,0.812
happy,The perfect location to wear #VanessaGounden ... The Great Court #WearableART #Artivism,"['the', 'perfect', 'location', 'to', 'wear', 'vanessagounden', 'the', 'great', 'court', 'wearableart', 'artivism']",1.0,0.19899999999999998,0.0,0.0,1.0,0.284,1.0,0.7190000000000001,0.0,0.0,0.0,0.0,2.0,0.937,2.0,0.867,anticipation,2.0,0.937
happy,whole trip free!,"['whole', 'trip', 'free']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.544,0.0,0.0,1.0,0.281,0.0,0.0,0.0,0.0,joy,1.0,0.544
nocode,. Reinstate Candy after tribunal success #AskTheGallery,"['reinstate', 'candy', 'after', 'tribunal', 'success', 'ask', 'thegallery']",0.0,0.0,1.0,0.273,1.0,0.43799999999999994,1.0,0.797,0.0,0.0,0.0,0.0,2.0,1.032,1.0,0.516,anticipation,2.0,1.032
nocode,what is the scope of getting some of the art and ideally complete exhibitions outside London? NW maybe #AskTheGallery,"['what', 'is', 'be', 'the', 'scope', 'of', 'getting', 'get', 'some', 'of', 'the', 'art', 'and', 'ideally', 'complete', 'exhibitions', 'exhibition', 'outside', 'london', 'nw', 'maybe', 'ask', 'thegallery']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.749,1.0,0.0,1.0,0.172,1.0,0.391,0.0,0.0,joy,2.0,0.749
happy,"...and have the Sutton Hoo Anglo-Saxon hoard, including the iconic helmet. Striking up close.","['and', 'have', 'the', 'sutton', 'hoo', 'anglo', 'saxon', 'hoard', 'including', 'include', 'the', 'iconic', 'helmet', 'striking', 'strike', 'up', 'close']",1.0,0.721,0.0,0.0,1.0,0.094,0.0,0.0,0.0,0.0,2.0,1.367,0.0,0.0,0.0,0.0,surprise,2.0,1.367
happy,Looking forward to seeing the Australia exhibition at soon. My take on the Ancient Greece exhibit:,"['looking', 'look', 'forward', 'to', 'seeing', 'see', 'the', 'australia', 'exhibition', 'at', 'soon', 'my', 'take', 'on', 'the', 'ancient', 'greece', 'exhibit']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
not-relevant,that or piss,"['that', 'or', 'piss']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Evidence ? correct Christopher Wood and correct time frame ?,"['evidence', 'correct', 'christopher', 'wood', 'and', 'correct', 'time', 'frame']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,anticipation,1.0,0.516
not-relevant,#job Development Officer in #Exeter closing date 10 July #museumjobs,"['job', 'development', 'officer', 'in', 'exeter', 'closing', 'date', '10', 'july', '#museumjobs', '#museumjob']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.609,trust,1.0,0.609
happy,Work experience was great,"['work', 'experience', 'was', 'be', 'great']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.375
nocode,i am curious to know what is the story behind this unsettling display?,"['i', 'am', 'be', 'curious', 'to', 'know', 'what', 'is', 'be', 'the', 'story', 'behind', 'this', 'unsettling', 'display']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.633,0.0,0.0,anticipation,1.0,0.633
nocode,Frans Hals; We replaced the heavy 70s pastiche with a Dutch 17th century rosewood moulding frame.,"['frans', 'hals', 'we', 'replaced', 'replace', 'the', 'heavy', '70s', '70', 'pastiche', 'with', 'a', 'dutch', '17th', 'century', 'rosewood', 'moulding', 'frame']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Thanks to Tom for helping me study Bronze Age metalwork this week for my #phd. Read about my visit here:,"['thanks', 'to', 'tom', 'for', 'helping', 'help', 'me', 'i', 'study', 'bronze', 'age', 'metalwork', 'this', 'week', 'for', 'my', '#phd', 'read', 'about', 'my', 'visit', 'here']",0.0,0.0,0.0,0.0,1.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"My ToI Q&amp;A: W/writer,filmmaker &amp; first woman head of on 'The Improbability of Love':","['my', 'toi', 'q&amp', 'a', 'w', 'writer', 'filmmaker', 'first', 'woman', 'head', 'of', 'on', 'the', 'improbability', 'of', 'love']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.758,joy,1.0,0.828
