ori_sentiment,text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
disgust,"I saw a cripple in rags with small children in Italy.  He was  
probably an imposter.","['i', 'saw', 'a', 'cripple', 'in', 'rags', 'with', 'small', 'children', 'in', 'italy', 'he', 'was', 'probably', 'an', 'imposter']","['i', 'see', 'a', 'cripple', 'in', 'rag', 'with', 'small', 'child', 'in', 'italy', 'he', 'be', 'probably', 'a', 'imposter']",sadness,1.0,0.7190000000000001,surprise,11.0,2.1870583485055457,joy,3.0
shame,"I told a friend that I was going to a party and he would not  
enjoy himself if he came along.  He understood  that he would not  
have fitted in and there was something in that.","['i', 'told', 'a', 'friend', 'that', 'i', 'was', 'going', 'to', 'a', 'party', 'and', 'he', 'would', 'not', 'enjoy', 'himself', 'if', 'he', 'came', 'along', 'he', 'understood', 'that', 'he', 'would', 'not', 'have', 'fitted', 'in', 'and', 'there', 'was', 'something', 'in', 'that']","['i', 'tell', 'a', 'friend', 'that', ""i'"", 'be', 'go', ""to'"", ""a'"", 'party', 'and', 'he', 'would', 'not', 'enjoy', 'himself', 'if', 'he', 'come', 'along', 'he', 'understand', 'that', 'he', 'would', 'not', 'have', 'fit', 'in', 'and', 'there', 'be', 'something', 'in', 'that']",joy,4.0,2.298,surprise,16.0,2.9945903117819985,joy,9.0
guilt,"I was the reason behind the break-up of my friend's relationship  
with his girlfriend.  She finished with him.","['i', 'was', 'the', 'reason', 'behind', 'the', 'break', 'up', 'of', 'my', 'friend', 'is', 'relationship', 'with', 'his', 'girlfriend', 'she', 'finished', 'with', 'him']","['i', 'be', ""the'"", 'reason', 'behind', ""the'"", 'break', 'up', 'of', 'my', 'friend', 'be', 'relationship', 'with', 'he', 'girlfriend', ""she'"", 'finish', 'with', 'he']",joy,3.0,1.141,surprise,8.0,1.2812246002184509,joy,8.0
joy,I passed an exam that I was absolutely certain that I had failed.,"['i', 'passed', 'an', 'exam', 'that', 'i', 'was', 'absolutely', 'certain', 'that', 'i', 'had', 'failed']","[""'i"", 'pass', 'a', 'exam', 'that', ""i'"", 'be', 'absolutely', 'certain', 'that', ""i'"", 'have', 'fail']",fear,1.0,0.359,surprise,7.0,1.1674387992858486,joy,3.0
fear,"On the way back from Denmark with a friend on a small yatch,  
there was a storm and my friend was blown overboard;  I was very  
scared till I managed to get him back onboard.","['on', 'the', 'way', 'back', 'from', 'denmark', 'with', 'a', 'friend', 'on', 'a', 'small', 'yatch', 'there', 'was', 'a', 'storm', 'and', 'my', 'friend', 'was', 'blown', 'overboard', 'i', 'was', 'very', 'scared', 'till', 'i', 'managed', 'to', 'get', 'him', 'back', 'onboard']","[""n'"", ""tha'"", 'way', 'back', 'from', 'denmark', 'with', ""a'"", 'friend', 'on', ""a'"", 'small', 'yatch', 'there', 'be', ""a'"", 'storm', 'and', 'my', 'friend', 'be', 'blow', 'overboard', ""i'"", 'be', 'very', 'scared', 'till', ""i'"", 'manage', ""to'"", 'get', 'he', 'back', 'onboard']",fear,1.0,0.7340000000000001,surprise,16.0,2.657450122224947,joy,8.0
anger,I locked myself out.,"['i', 'locked', 'myself', 'out']","['i', 'lock', 'myself', 'out']",,0.0,0.0,anger,2.0,0.318389412974342,joy,3.0
sadness,I missed the last tram home and had to walk in the pouring rain.,"['i', 'missed', 'the', 'last', 'tram', 'home', 'and', 'had', 'to', 'walk', 'in', 'the', 'pouring', 'rain']","['i', 'miss', ""the'"", 'last', 'tram', 'home', 'and', 'have', ""to'"", 'walk', 'in', ""the'"", 'pour', 'rain']",joy,1.0,0.5589999999999999,surprise,9.0,1.6564310383352792,joy,5.0
disgust,I found some worms in the food and I had obviously eaten some.,"['i', 'found', 'some', 'worms', 'in', 'the', 'food', 'and', 'i', 'had', 'obviously', 'eaten', 'some']","[""'i"", 'find', 'some', 'worm', 'in', ""the'"", 'food', 'and', 'i', 'have', 'obviously', 'eat', 'some']",joy,2.0,0.516,surprise,8.0,1.2618625891736077,joy,5.0
shame,"My friend was so intoxicated that the police came and took him  
away, and they later contacted his parents.","['my', 'friend', 'was', 'so', 'intoxicated', 'that', 'the', 'police', 'came', 'and', 'took', 'him', 'away', 'and', 'they', 'later', 'contacted', 'his', 'parents']","['friend', 'be', ""so'"", 'intoxicated', 'that', ""the'"", 'police', 'come', 'and', 'take', 'he', 'away', 'and', 'they', 'later', 'contact', 'he', 'parent']",disgust,1.0,0.594,surprise,13.0,1.9123693759520575,joy,8.0
guilt,I hapened to overhear something which I was not meant to hear.,"['i', 'hapened', 'to', 'overhear', 'something', 'which', 'i', 'was', 'not', 'meant', 'to', 'hear']","[""'i"", 'hapen', ""to'"", 'overhear', 'something', 'which', ""i'"", 'be', 'not', 'mean', ""to'"", 'hear']",,0.0,0.0,surprise,6.0,1.6200931747276492,,0.0
joy,When I won a trip to Greece in a competition.,"['when', 'i', 'won', 'a', 'trip', 'to', 'greece', 'in', 'a', 'competition']","['when', ""i'"", 'win', 'a', 'trip', ""to'"", 'greece', 'in', ""a'"", 'competition']",joy,1.0,0.727,surprise,4.0,0.79465504222901,joy,2.0
fear,"When I am out in the dark and a suspicious looking character  
comes towards me.","['when', 'i', 'am', 'out', 'in', 'the', 'dark', 'and', 'a', 'suspicious', 'looking', 'character', 'comes', 'towards', 'me']","['when', ""i'"", 'be', 'out', 'in', ""the'"", 'dark', 'and', ""a'"", 'suspicious', 'look', 'character', 'come', 'towards', 'i']",sadness,1.0,0.545,surprise,8.0,1.3716995811145585,joy,6.0
anger,"At work, when an elderly man complained unjustifiably about me and  
distrusted me.","['at', 'work', 'when', 'an', 'elderly', 'man', 'complained', 'unjustifiably', 'about', 'me', 'and', 'distrusted', 'me']","[""'at"", 'work', 'when', 'a', 'elderly', 'man', 'complain', 'unjustifiably', 'about', ""me'"", 'and', 'distrust', 'i']",anger,2.0,0.985,anger,8.0,1.3708054237707359,joy,3.0
sadness,When I had not understood anything after a lecture.,"['when', 'i', 'had', 'not', 'understood', 'anything', 'after', 'a', 'lecture']","['when', ""i'"", 'have', 'not', 'understand', 'anything', 'after', 'a', 'lecture']",,0.0,0.0,surprise,4.0,1.0465752086487563,joy,5.0
disgust,When an alcoholic stood dribbling over a food counter.,"['when', 'an', 'alcoholic', 'stood', 'dribbling', 'over', 'a', 'food', 'counter']","['when', 'a', 'alcoholic', 'stand', 'dribbling', 'over', ""a'"", 'food', 'counter']",,0.0,0.0,surprise,6.0,0.9828682223124799,joy,1.0
shame,"When my friend and I were discussing the good looks of a guy we  
realized that he had been listening.","['when', 'my', 'friend', 'and', 'i', 'were', 'discussing', 'the', 'good', 'looks', 'of', 'a', 'guy', 'we', 'realized', 'that', 'he', 'had', 'been', 'listening']","['when', 'my', 'friend', 'and', ""i'"", 'be', 'discuss', ""the'"", 'good', 'look', 'of', 'a', 'guy', ""we'"", 'realize', 'that', 'he', 'have', 'be', 'listen']",joy,2.0,1.018,surprise,11.0,2.4886479897446914,joy,7.0
guilt,"When I complained about a colleague to the manager and he told  
her that someone had complained; this colleague came to me  
believing that I liked her.","['when', 'i', 'complained', 'about', 'a', 'colleague', 'to', 'the', 'manager', 'and', 'he', 'told', 'her', 'that', 'someone', 'had', 'complained', 'this', 'colleague', 'came', 'to', 'me', 'believing', 'that', 'i', 'liked', 'her']","['when', ""i'"", 'complain', 'about', ""a'"", 'colleague', ""to'"", ""the'"", 'manager', 'and', 'he', 'tell', 'she', 'that', 'someone', 'have', 'complain', 'this', 'colleague', 'come', ""to'"", ""me'"", 'believe', 'that', ""i'"", 'like', 'she']",sadness,1.0,0.509,surprise,13.0,2.1978385598131185,joy,8.0
joy,"At a friend's birthday party with some of my closest friends.  It  
was all very pleasant and one could say that I was happy to have  
such good friends.","['at', 'a', 'friend', 'is', 'birthday', 'party', 'with', 'some', 'of', 'my', 'closest', 'friends', 'it', 'was', 'all', 'very', 'pleasant', 'and', 'one', 'could', 'say', 'that', 'i', 'was', 'happy', 'to', 'have', 'such', 'good', 'friends']","['at', ""a'"", 'friend', 'be', 'birthday', 'party', 'with', 'some', 'of', 'my', 'closest', 'friend', 'it', 'be', 'all', 'very', 'pleasant', 'and', 'one', 'could', 'say', 'that', ""i'"", 'be', 'happy', ""to'"", 'have', 'such', 'good', 'friend']",joy,7.0,4.417999999999999,surprise,11.0,1.9522308034674203,joy,13.0
fear,"On the way home one Friday night in the heavy rain the car  
acquaplanned.  I lost contact with the road surface for a few  
seconds.","['on', 'the', 'way', 'home', 'one', 'friday', 'night', 'in', 'the', 'heavy', 'rain', 'the', 'car', 'acquaplanned', 'i', 'lost', 'contact', 'with', 'the', 'road', 'surface', 'for', 'a', 'few', 'seconds']","['of', ""n'"", ""the'"", 'way', 'home', 'one', 'friday', 'night', 'in', ""the'"", 'heavy', 'rain', ""the'"", 'car', 'acquaplan', ""i'"", 'lose', 'contact', 'with', ""the'"", 'road', 'surface', 'for', 'a', 'few', 'seconds']",sadness,3.0,1.2970000000000002,surprise,14.0,2.047192485983461,joy,7.0
anger,Mad at my dad.,"['mad', 'at', 'my', 'dad']","['mad', 'at', 'my', 'dad']",anger,1.0,0.688,surprise,2.0,0.46914362302196555,,0.0
sadness,A case of unrequited love.,"['a', 'case', 'of', 'unrequited', 'love']","['case', 'of', 'unrequited', 'love']",joy,1.0,0.828,surprise,3.0,0.6079959735195107,,0.0
disgust,A bad smelling cucumber.,"['a', 'bad', 'smelling', 'cucumber']","['bad', 'smell', 'cucumber']",disgust,3.0,1.344,surprise,4.0,0.635332013268385,,0.0
shame,Nearly caught masturbating.,"['nearly', 'caught', 'masturbating']","['nearly', 'catch', 'masturbating']",surprise,1.0,0.32,disgust,4.0,0.5828486365954433,joy,1.0
guilt,I do not help out enough at home.,"['i', 'do', 'not', 'help', 'out', 'enough', 'at', 'home']","['i', 'do', 'not', 'help', 'out', 'enough', 'at', 'home']",joy,1.0,0.5589999999999999,surprise,3.0,0.6292697143126477,joy,2.0
joy,I felt very happy when I won the football pools.,"['i', 'felt', 'very', 'happy', 'when', 'i', 'won', 'the', 'football', 'pools']","['i', 'feel', 'very', 'happy', 'when', ""i'"", 'win', ""the'"", 'football', 'pool']",joy,3.0,1.7649999999999997,surprise,7.0,1.4664557032967505,joy,5.0
fear,"When I flew from Athens to Copenhagen after a holiday.  The plane  
was caught in a storm and it began to shake and I thouhght that  
we were going to crash.","['when', 'i', 'flew', 'from', 'athens', 'to', 'copenhagen', 'after', 'a', 'holiday', 'the', 'plane', 'was', 'caught', 'in', 'a', 'storm', 'and', 'it', 'began', 'to', 'shake', 'and', 'i', 'thouhght', 'that', 'we', 'were', 'going', 'to', 'crash']","['when', ""i'"", 'fly', 'from', 'athens', ""to'"", 'copenhagen', 'after', 'a', 'holiday', ""the'"", 'plane', 'be', 'catch', 'in', ""a'"", 'storm', 'and', 'it', 'begin', ""to'"", 'shake', 'and', 'i', 'thouhght', 'that', ""we'"", 'be', 'go', ""to'"", 'crash']",surprise,2.0,1.054,sadness,15.0,2.414644168378723,joy,8.0
anger,When someone stole my bike.,"['when', 'someone', 'stole', 'my', 'bike']","['when', 'someone', 'steal', 'my', 'bike']",sadness,1.0,0.6559999999999999,surprise,4.0,0.9340263134978918,,0.0
sadness,"When I saw the list of books to read for an acccouting course, I  
thought "" Oh God how will I ever manaage it!""","['when', 'i', 'saw', 'the', 'list', 'of', 'books', 'to', 'read', 'for', 'an', 'acccouting', 'course', 'i', 'thought', 'oh', 'god', 'how', 'will', 'i', 'ever', 'manaage', 'it']","['when', ""i'"", 'see', ""the'"", 'list', 'of', 'book', ""to'"", 'read', 'for', 'a', 'acccouting', 'course', ""i'"", 'think', 'oh', 'god', 'how', 'will', ""i'"", 'ever', 'manaage', 'it']",joy,2.0,0.681,surprise,12.0,2.4955871003040784,joy,8.0
disgust,"It was when I read a newspaper article on the future and they  
foresaw that we would be eating frog-burgers by the year 2000.   
An illustration showed a frog between two pieces of bread.","['it', 'was', 'when', 'i', 'read', 'a', 'newspaper', 'article', 'on', 'the', 'future', 'and', 'they', 'foresaw', 'that', 'we', 'would', 'be', 'eating', 'frog', 'burgers', 'by', 'the', 'year', '2000', 'an', 'illustration', 'showed', 'a', 'frog', 'between', 'two', 'pieces', 'of', 'bread']","['it', 'be', 'when', ""i'"", 'read', ""a'"", 'newspaper', 'article', 'of', 'and', ""the'"", 'future', 'and', 'they', 'foresee', 'that', ""we'"", 'would', ""be'"", 'eat', 'frog', 'burger', 'by', ""the'"", 'year', '2000', ""an'"", 'illustration', 'show', 'a', 'frog', 'between', ""two'"", 'piece', 'of', 'bread']",,0.0,0.0,surprise,20.0,3.3192910517694747,joy,6.0
shame,"When I dropped a bottle in the state liquor store and everyboby  
started laughing.","['when', 'i', 'dropped', 'a', 'bottle', 'in', 'the', 'state', 'liquor', 'store', 'and', 'everyboby', 'started', 'laughing']","['when', ""i'"", 'drop', 'a', 'bottle', 'in', ""the'"", 'state', 'liquor', 'store', 'and', 'everyboby', 'start', 'laugh']",joy,3.0,1.943,surprise,10.0,1.7103234419134852,joy,3.0
guilt,"When I was young - 14, I pinched from a store and was caught.   
The store then contacted my parents.","['when', 'i', 'was', 'young', '14', 'i', 'pinched', 'from', 'a', 'store', 'and', 'was', 'caught', 'the', 'store', 'then', 'contacted', 'my', 'parents']","['when', ""i'"", 'be', 'young', '14', ""i'"", 'pinch', 'from', 'a', 'store', 'and', 'be', 'catch', ""the'"", 'store', 'then', 'contact', 'my', 'parent']",surprise,2.0,0.484,surprise,10.0,1.5527172593296632,joy,7.0
joy,"When the whole family gets together for a one week holiday.   
Everybody feels free and the trip is well planned.  It works out  
well and we enjoy ourselves.","['when', 'the', 'whole', 'family', 'gets', 'together', 'for', 'a', 'one', 'week', 'holiday', 'everybody', 'feels', 'free', 'and', 'the', 'trip', 'is', 'well', 'planned', 'it', 'works', 'out', 'well', 'and', 'we', 'enjoy', 'ourselves']","['when', ""tha'"", 'whole', 'family', 'get', 'together', 'for', 'a', 'one', 'week', 'holiday', 'everybody', 'feel', 'free', 'and', ""the'"", 'trip', 'be', 'well', 'plan', ""it'"", 'work', 'out', 'well', 'and', ""we'"", 'enjoy', 'ourselves']",joy,5.0,2.9620000000000006,surprise,19.0,3.544586144055651,joy,12.0
fear,"When I could not find my 2 year old daughter.  I ran and looked  
for her everywhere and could not find her.  (I finally found her,  
she had gone to bed to sleep)","['when', 'i', 'could', 'not', 'find', 'my', '2', 'year', 'old', 'daughter', 'i', 'ran', 'and', 'looked', 'for', 'her', 'everywhere', 'and', 'could', 'not', 'find', 'her', 'i', 'finally', 'found', 'her', 'she', 'had', 'gone', 'to', 'bed', 'to', 'sleep']","['when', ""i'"", 'could', 'not', 'find', 'my', '2', 'year', 'old', 'daughter', ""i'"", 'run', 'and', 'look', 'for', 'she', 'everywhere', 'and', 'could', 'not', 'find', 'she', ""i'"", 'finally', 'find', 'she', ""she'"", 'have', 'go', ""to'"", 'bed', ""to'"", 'sleep']",joy,3.0,0.9620000000000001,surprise,16.0,2.8041025551856458,joy,7.0
anger,When friends try to put me down or hurt me.  ,"['when', 'friends', 'try', 'to', 'put', 'me', 'down', 'or', 'hurt', 'me']","['when', 'friend', 'try', ""to'"", 'put', 'i', 'dow', 'and', 'or', 'hurt', 'i']",joy,2.0,0.9710000000000001,surprise,6.0,1.0026740727172831,joy,5.0
sadness,Marriage crises.  Boredom.,"['marriage', 'crises', 'boredom']","[""'marriage"", 'crise', 'boredom']",joy,1.0,0.514,surprise,3.0,0.4838766779838325,,0.0
disgust,When someone makes advances that one does not want.,"['when', 'someone', 'makes', 'advances', 'that', 'one', 'does', 'not', 'want']","['when', 'someone', 'make', 'advance', 'that', 'one', 'do', 'not', 'want']",joy,1.0,0.375,surprise,7.0,1.341306259177841,joy,4.0
shame,The discovery that one has only thought of oneself.,"['the', 'discovery', 'that', 'one', 'has', 'only', 'thought', 'of', 'oneself']","[""the'"", 'discovery', 'that', 'one', 'have', 'only', 'think', 'of', 'oneself']",,0.0,0.0,surprise,5.0,1.1174047045663091,joy,4.0
guilt,When I spanked a child in anger and later regretted it terribly.,"['when', 'i', 'spanked', 'a', 'child', 'in', 'anger', 'and', 'later', 'regretted', 'it', 'terribly']","['when', ""i'"", 'spank', 'a', 'child', 'in', 'anger', 'and', 'later', 'regret', 'it', 'terribly']",sadness,4.0,2.321,sadness,7.0,1.2266024626394116,joy,2.0
joy,When I passed the first examination that I had to repeat.,"['when', 'i', 'passed', 'the', 'first', 'examination', 'that', 'i', 'had', 'to', 'repeat']","['when', ""i'"", 'pass', ""the'"", 'first', 'examination', 'that', ""i'"", 'have', ""to'"", 'repeat']",surprise,1.0,0.32,surprise,5.0,0.8438877966433764,joy,3.0
fear,"When I drove to Stockholm for the first time and drove off the  
Stora Hissingen road at the wrong exit.","['when', 'i', 'drove', 'to', 'stockholm', 'for', 'the', 'first', 'time', 'and', 'drove', 'off', 'the', 'stora', 'hissingen', 'road', 'at', 'the', 'wrong', 'exit']","['when', ""i'"", 'drive', ""to'"", 'stockholm', 'for', ""the'"", 'first', 'time', 'and', 'drive', 'off', ""the'"", 'stora', 'hissingen', 'road', 'at', 'the', 'wrong', 'exit']",,0.0,0.0,sadness,9.0,1.3722575823280796,joy,4.0
anger,When my boyfriend went away for a month long holiday without me.,"['when', 'my', 'boyfriend', 'went', 'away', 'for', 'a', 'month', 'long', 'holiday', 'without', 'me']","['when', 'my', 'boyfriend', 'go', 'away', 'for', 'a', 'month', 'long', 'holiday', 'without', 'i']",joy,2.0,1.1920000000000002,surprise,8.0,1.1904902561054145,joy,4.0
sadness,"Last year when I worked during the Summer holidays and studied  
at the same time for an examination I had to repeat; my boyfriend  
went to Greece for a holiday for a month.","['last', 'year', 'when', 'i', 'worked', 'during', 'the', 'summer', 'holidays', 'and', 'studied', 'at', 'the', 'same', 'time', 'for', 'an', 'examination', 'i', 'had', 'to', 'repeat', 'my', 'boyfriend', 'went', 'to', 'greece', 'for', 'a', 'holiday', 'for', 'a', 'month']","['last', 'year', 'when', ""i'"", 'work', 'during', ""the'"", 'summer', 'holiday', ""and'"", 'study', 'at', ""the'"", 'same', 'time', 'for', 'a', 'examination', ""i'"", 'have', ""to'"", 'repeat', 'my', 'boyfriend', 'go', ""to'"", 'greece', 'for', 'a', 'holiday', 'for', 'a', 'month']",joy,4.0,2.504,surprise,17.0,2.827075598455475,joy,7.0
