ori_sentiment,tweet_text,sentiment,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
sadness,I missed the last tram home and had to walk in the pouring rain.,sadness,"['i', 'missed', 'miss', 'the', 'last', 'tram', 'home', 'and', 'had', 'have', 'to', 'walk', 'in', 'the', 'pouring', 'pour', 'rain']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5589999999999999,2.0,0.542,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.5589999999999999
disgust,I found some worms in the food and I had obviously eaten some.,disgust,"['i', 'found', 'find', 'some', 'worms', 'worm', 'in', 'the', 'food', 'and', 'i', 'had', 'have', 'obviously', 'eaten', 'eat', 'some']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.516,0.0,0.0,1.0,0.055,1.0,0.203,2.0,0.8200000000000001,trust,2.0,0.8200000000000001
shame,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents.",shame,"['my', 'friend', 'was', 'be', 'so', 'intoxicated', 'that', 'the', 'police', 'came', 'come', 'and', 'took', 'take', 'him', 'he', 'away', 'and', 'they', 'later', 'contacted', 'contact', 'his', 'he', 'parents', 'parent']",0.0,0.0,1.0,0.594,1.0,0.32799999999999996,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.234,trust,2.0,1.234
guilt,I hapened to overhear something which I was not meant to hear.,guilt,"['i', 'hapened', 'hapen', 'to', 'overhear', 'something', 'which', 'i', 'was', 'be', 'not', 'meant', 'mean', 'to', 'hear']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
joy,When I won a trip to Greece in a competition.,joy,"['when', 'i', 'won', 'win', 'a', 'trip', 'to', 'greece', 'in', 'a', 'competition']",0.0,0.0,0.0,0.0,1.0,0.172,1.0,0.727,0.0,0.0,1.0,0.281,1.0,0.523,0.0,0.0,joy,1.0,0.727
fear,When I am out in the dark and a suspicious looking character comes towards me.,fear,"['when', 'i', 'am', 'be', 'out', 'in', 'the', 'dark', 'and', 'a', 'suspicious', 'looking', 'look', 'character', 'comes', 'come', 'towards', 'me', 'i']",1.0,0.484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.545,0.0,0.0,1.0,0.547,0.0,0.0,anticipation,1.0,0.547
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me.",anger,"['at', 'work', 'when', 'an', 'a', 'elderly', 'man', 'complained', 'complain', 'unjustifiably', 'about', 'me', 'i', 'and', 'distrusted', 'distrust', 'me', 'i']",2.0,0.985,1.0,0.336,1.0,0.531,0.0,0.0,1.0,0.509,0.0,0.0,0.0,0.0,0.0,0.0,anger,2.0,0.985
sadness,When I had not understood anything after a lecture.,sadness,"['when', 'i', 'had', 'have', 'not', 'understood', 'understand', 'anything', 'after', 'a', 'lecture']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
disgust,When an alcoholic stood dribbling over a food counter.,disgust,"['when', 'an', 'a', 'alcoholic', 'stood', 'stand', 'dribbling', 'dribble', 'over', 'a', 'food', 'counter']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.336,trust,1.0,0.336
shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening.,shame,"['when', 'my', 'friend', 'and', 'i', 'were', 'be', 'discussing', 'discuss', 'the', 'good', 'looks', 'look', 'of', 'a', 'guy', 'we', 'realized', 'realize', 'that', 'he', 'had', 'have', 'been', 'be', 'listening', 'listen']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.018,0.0,0.0,1.0,0.21899999999999997,1.0,0.38299999999999995,2.0,1.367,trust,2.0,1.367
guilt,When I complained about a colleague to the manager and he told her that someone had complained; this colleague came to me believing that I liked her.,guilt,"['when', 'i', 'complained', 'complain', 'about', 'a', 'colleague', 'to', 'the', 'manager', 'and', 'he', 'told', 'tell', 'her', 'she', 'that', 'someone', 'had', 'have', 'complained', 'complain', 'this', 'colleague', 'came', 'come', 'to', 'me', 'i', 'believing', 'believe', 'that', 'i', 'liked', 'like', 'her', 'she']",1.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.509,0.0,0.0,0.0,0.0,2.0,1.2109999999999999,trust,2.0,1.2109999999999999
joy,At a friend is birthday party with some of my closest friends. It was all very pleasant and one could say that I was happy to have such good friends.,joy,"['at', 'a', 'friend', 'is', 'be', 'birthday', 'party', 'with', 'some', 'of', 'my', 'closest', 'friends', 'friend', 'it', 'was', 'be', 'all', 'very', 'pleasant', 'and', 'one', 'could', 'say', 'that', 'i', 'was', 'be', 'happy', 'to', 'have', 'such', 'good', 'friends', 'friend']",0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.417999999999999,0.0,0.0,3.0,0.953,4.0,2.0940000000000003,4.0,2.5380000000000003,joy,7.0,4.417999999999999
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds.,fear,"['on', 'the', 'way', 'home', 'one', 'friday', 'night', 'in', 'the', 'heavy', 'rain', 'the', 'car', 'acquaplanned', 'acquaplan', 'i', 'lost', 'lose', 'contact', 'with', 'the', 'road', 'surface', 'for', 'a', 'few', 'seconds']",1.0,0.261,1.0,0.25,1.0,0.391,2.0,1.014,3.0,1.297,1.0,0.38299999999999995,0.0,0.0,0.0,0.0,sadness,3.0,1.297
anger,Mad at my dad.,anger,"['mad', 'at', 'my', 'dad']",1.0,0.688,1.0,0.484,1.0,0.547,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.688
sadness,A case of unrequited love.,sadness,"['a', 'case', 'of', 'unrequited', 'love']",0.0,0.0,0.0,0.0,1.0,0.094,1.0,0.828,2.0,0.737,0.0,0.0,0.0,0.0,1.0,0.758,joy,1.0,0.828
disgust,A bad smelling cucumber.,disgust,"['a', 'bad', 'smelling', 'smell', 'cucumber']",2.0,0.514,3.0,1.344,1.0,0.375,0.0,0.0,1.0,0.42200000000000004,0.0,0.0,0.0,0.0,0.0,0.0,disgust,3.0,1.344
shame,Nearly caught masturbating.,shame,"['nearly', 'caught', 'catch', 'masturbating']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32,0.0,0.0,0.0,0.0,surprise,1.0,0.32
guilt,I do not help out enough at home.,guilt,"['i', 'do', 'not', 'help', 'out', 'enough', 'at', 'home']",0.0,0.0,0.0,0.0,1.0,0.203,1.0,0.5589999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.5589999999999999
joy,I felt very happy when I won the football pools.,joy,"['i', 'felt', 'feel', 'very', 'happy', 'when', 'i', 'won', 'win', 'the', 'football', 'pools', 'pool']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.765,0.0,0.0,0.0,0.0,2.0,1.024,1.0,0.609,joy,3.0,1.765
fear,When I flew from Athens to Copenhagen after a holiday. The plane was caught in a storm and it began to shake and I thouhght that we were going to crash.,fear,"['when', 'i', 'flew', 'fly', 'from', 'athens', 'to', 'copenhagen', 'after', 'a', 'holiday', 'the', 'plane', 'was', 'be', 'caught', 'catch', 'in', 'a', 'storm', 'and', 'it', 'began', 'begin', 'to', 'shake', 'and', 'i', 'thouhght', 'that', 'we', 'were', 'be', 'going', 'go', 'to', 'crash']",1.0,0.507,0.0,0.0,1.0,0.7340000000000001,1.0,0.7120000000000001,1.0,0.5,2.0,1.054,1.0,0.672,0.0,0.0,surprise,2.0,1.054
anger,When someone stole my bike.,anger,"['when', 'someone', 'stole', 'steal', 'my', 'bike']",1.0,0.469,0.0,0.0,1.0,0.42200000000000004,0.0,0.0,1.0,0.6559999999999999,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.6559999999999999
sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it!""",sadness,"['when', 'i', 'saw', 'see', 'the', 'list', 'of', 'books', 'book', 'to', 'read', 'for', 'an', 'a', 'acccouting', 'course', 'i', 'thought', 'think', 'oh', 'god', 'how', 'will', 'i', 'ever', 'manaage', 'it']",0.0,0.0,0.0,0.0,1.0,0.094,2.0,0.681,0.0,0.0,0.0,0.0,2.0,0.8979999999999999,1.0,0.617,anticipation,2.0,0.8979999999999999
disgust,It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year 2000. An illustration showed a frog between two pieces of bread.,disgust,"['it', 'was', 'be', 'when', 'i', 'read', 'a', 'newspaper', 'article', 'on', 'the', 'future', 'and', 'they', 'foresaw', 'foresee', 'that', 'we', 'would', 'be', 'eating', 'eat', 'frog', 'burgers', 'burger', 'by', 'the', 'year', '2000', 'an', 'a', 'illustration', 'showed', 'show', 'a', 'frog', 'between', 'two', 'pieces', 'piece', 'of', 'bread']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,1.0,0.625,2.0,0.8049999999999999,trust,2.0,0.8049999999999999
shame,When I dropped a bottle in the state liquor store and everyboby started laughing.,shame,"['when', 'i', 'dropped', 'drop', 'a', 'bottle', 'in', 'the', 'state', 'liquor', 'store', 'and', 'everyboby', 'started', 'start', 'laughing', 'laugh']",1.0,0.075,0.0,0.0,0.0,0.0,3.0,1.9429999999999998,1.0,0.0,2.0,0.602,2.0,1.102,0.0,0.0,joy,3.0,1.9429999999999998
guilt,"When I was young 14, I pinched from a store and was caught. The store then contacted my parents.",guilt,"['when', 'i', 'was', 'be', 'young', '14', 'i', 'pinched', 'pinch', 'from', 'a', 'store', 'and', 'was', 'be', 'caught', 'catch', 'the', 'store', 'then', 'contacted', 'contact', 'my', 'parents', 'parent']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33299999999999996,0.0,0.0,2.0,0.484,2.0,0.8520000000000001,0.0,0.0,anticipation,2.0,0.8520000000000001
joy,When the whole family gets together for a one week holiday. Everybody feels free and the trip is well planned. It works out well and we enjoy ourselves.,joy,"['when', 'the', 'whole', 'family', 'gets', 'get', 'together', 'for', 'a', 'one', 'week', 'holiday', 'everybody', 'feels', 'feel', 'free', 'and', 'the', 'trip', 'is', 'be', 'well', 'planned', 'plan', 'it', 'works', 'work', 'out', 'well', 'and', 'we', 'enjoy', 'ourselves']",0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.962,0.0,0.0,1.0,0.281,3.0,1.8199999999999998,2.0,1.0070000000000001,joy,5.0,2.962
fear,"When I could not find my 2 year old daughter. I ran and looked for her everywhere and could not find her. I finally found her, she had gone to bed to sleep",fear,"['when', 'i', 'could', 'not', 'find', 'my', '2', 'year', 'old', 'daughter', 'i', 'ran', 'run', 'and', 'looked', 'look', 'for', 'her', 'she', 'everywhere', 'and', 'could', 'not', 'find', 'her', 'she', 'i', 'finally', 'found', 'find', 'her', 'she', 'she', 'had', 'have', 'gone', 'go', 'to', 'bed', 'to', 'sleep']",0.0,0.0,1.0,0.125,1.0,0.25,3.0,0.9620000000000001,1.0,0.45299999999999996,1.0,0.297,1.0,0.57,2.0,0.9369999999999999,joy,3.0,0.9620000000000001
anger,When friends try to put me down or hurt me.,anger,"['when', 'friends', 'friend', 'try', 'to', 'put', 'me', 'i', 'down', 'or', 'hurt', 'me', 'i']",1.0,0.561,0.0,0.0,1.0,0.688,2.0,0.9710000000000001,2.0,0.969,0.0,0.0,0.0,0.0,1.0,0.75,joy,2.0,0.9710000000000001
sadness,Marriage crises. Boredom.,sadness,"['marriage', 'crises', 'crise', 'boredom']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.514,1.0,0.235,0.0,0.0,1.0,0.6559999999999999,1.0,0.695,trust,1.0,0.695
disgust,When someone makes advances that one does not want.,disgust,"['when', 'someone', 'makes', 'make', 'advances', 'advance', 'that', 'one', 'does', 'do', 'not', 'want']",0.0,0.0,0.0,0.0,1.0,0.188,1.0,0.375,0.0,0.0,1.0,0.375,1.0,0.695,0.0,0.0,anticipation,1.0,0.695
shame,The discovery that one has only thought of oneself.,shame,"['the', 'discovery', 'that', 'one', 'has', 'have', 'only', 'thought', 'think', 'of', 'oneself']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.414,0.0,0.0,anticipation,1.0,0.414
guilt,When I spanked a child in anger and later regretted it terribly.,guilt,"['when', 'i', 'spanked', 'spank', 'a', 'child', 'in', 'anger', 'and', 'later', 'regretted', 'regret', 'it', 'terribly']",2.0,1.463,0.0,0.0,1.0,0.5870000000000001,1.0,0.466,4.0,2.3209999999999997,0.0,0.0,1.0,0.523,0.0,0.0,sadness,4.0,2.3209999999999997
joy,When I passed the first examination that I had to repeat.,joy,"['when', 'i', 'passed', 'pass', 'the', 'first', 'examination', 'that', 'i', 'had', 'have', 'to', 'repeat']",0.0,0.0,0.0,0.0,1.0,0.204,0.0,0.0,0.0,0.0,1.0,0.32,0.0,0.0,0.0,0.0,surprise,1.0,0.32
fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit.,fear,"['when', 'i', 'drove', 'drive', 'to', 'stockholm', 'for', 'the', 'first', 'time', 'and', 'drove', 'drive', 'off', 'the', 'stora', 'hissingen', 'road', 'at', 'the', 'wrong', 'exit']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,anticipation,1.0,0.516
anger,When my boyfriend went away for a month long holiday without me.,anger,"['when', 'my', 'boyfriend', 'went', 'go', 'away', 'for', 'a', 'month', 'long', 'holiday', 'without', 'me', 'i']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1920000000000002,0.0,0.0,0.0,0.0,2.0,1.078,0.0,0.0,joy,2.0,1.1920000000000002
sadness,Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat; my boyfriend went to Greece for a holiday for a month.,sadness,"['last', 'year', 'when', 'i', 'worked', 'work', 'during', 'the', 'summer', 'holidays', 'holiday', 'and', 'studied', 'study', 'at', 'the', 'same', 'time', 'for', 'an', 'a', 'examination', 'i', 'had', 'have', 'to', 'repeat', 'my', 'boyfriend', 'went', 'go', 'to', 'greece', 'for', 'a', 'holiday', 'for', 'a', 'month']",0.0,0.0,0.0,0.0,1.0,0.204,4.0,2.504,0.0,0.0,1.0,0.32,2.0,1.1880000000000002,0.0,0.0,joy,4.0,2.504
disgust,When a dog is left whining outside a shop.,disgust,"['when', 'a', 'dog', 'is', 'be', 'left', 'leave', 'whining', 'whine', 'outside', 'a', 'shop']",0.0,0.0,1.0,0.32799999999999996,0.0,0.0,0.0,0.0,2.0,0.9059999999999999,1.0,0.23399999999999999,0.0,0.0,0.0,0.0,sadness,2.0,0.9059999999999999
shame,When I promised to help a friend over a weekend and did not keep the promise.,shame,"['when', 'i', 'promised', 'promise', 'to', 'help', 'a', 'friend', 'over', 'a', 'weekend', 'and', 'did', 'do', 'not', 'keep', 'the', 'promise']",0.0,0.0,0.0,0.0,1.0,0.203,3.0,1.327,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5230000000000001,trust,2.0,1.5230000000000001
guilt,When I realized that I had three more examinations to take.,guilt,"['when', 'i', 'realized', 'realize', 'that', 'i', 'had', 'have', 'three', 'more', 'examinations', 'examination', 'to', 'take']",0.0,0.0,0.0,0.0,1.0,0.204,0.0,0.0,0.0,0.0,1.0,0.32,0.0,0.0,0.0,0.0,surprise,1.0,0.32
joy,The day I was told that I had been accepted as a student of economics.,joy,"['the', 'day', 'i', 'was', 'be', 'told', 'tell', 'that', 'i', 'had', 'have', 'been', 'be', 'accepted', 'accept', 'as', 'a', 'student', 'of', 'economics']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.336,trust,2.0,1.336
fear,"While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money. I was scared and was saved only by the appearance of other people.",fear,"['while', 'taking', 'take', 'a', 'short', 'cut', 'through', 'the', 'vasa', 'park', 'i', 'was', 'be', 'surrounded', 'surround', 'by', 'three', 'people', 'who', 'tried', 'try', 'to', 'steal', 'my', 'money', 'i', 'was', 'be', 'scared', 'and', 'was', 'be', 'saved', 'save', 'only', 'by', 'the', 'appearance', 'of', 'other', 'people']",2.0,0.5429999999999999,0.0,0.0,2.0,1.1560000000000001,2.0,0.7310000000000001,1.0,0.6559999999999999,1.0,0.203,2.0,1.031,2.0,0.921,fear,2.0,1.1560000000000001
anger,"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i.e non Swedish speaking. My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used .",anger,"['at', 'a', 'restaurant', 'i', 'observed', 'observe', 'how', 'the', 'gypsies', 'gypsy', 'tried', 'try', 'to', 'get', 'money', 'by', 'cheating', 'cheat', 'the', 'foreigners', 'foreigner', 'i.e', 'non', 'swedish', 'speaking', 'speak', 'my', 'anger', 'had', 'have', 'nothing', 'to', 'do', 'with', 'hatred', 'against', 'foreigners', 'foreigner', 'but', 'it', 'was', 'be', 'an', 'a', 'expression', 'of', 'the', 'anger', 'i', 'feel', 'when', 'i', 'see', 'people', 'being', 'be', 'used', 'use']",4.0,2.468,2.0,1.1880000000000002,2.0,1.015,1.0,0.531,1.0,0.6409999999999999,1.0,0.203,1.0,0.586,1.0,0.359,anger,4.0,2.468
sadness,At the begining of a new course one is afraid of encountering problems one can not manage. Thoughts revolve around failing the subject and the consequences it would have for the future.,sadness,"['at', 'the', 'begining', 'of', 'a', 'new', 'course', 'one', 'is', 'be', 'afraid', 'of', 'encountering', 'encounter', 'problems', 'problem', 'one', 'can', 'not', 'manage', 'thoughts', 'thought', 'revolve', 'around', 'failing', 'fail', 'the', 'subject', 'and', 'the', 'consequences', 'consequence', 'it', 'would', 'have', 'for', 'the', 'future']",1.0,0.23399999999999999,0.0,0.0,3.0,1.641,0.0,0.0,2.0,1.0789999999999997,0.0,0.0,2.0,0.7969999999999999,1.0,0.461,fear,3.0,1.641
disgust,While walking in town I noticed how the police harrassed a man who was under the influence of alcohol. They terrified him with the thought of arrest by driving close behind him on a pedestrian street. My disgust was directed at the gestures and the facial expressions of the policemen; they seemed to be enjoying themselves.,disgust,"['while', 'walking', 'walk', 'in', 'town', 'i', 'noticed', 'notice', 'how', 'the', 'police', 'harrassed', 'harrass', 'a', 'man', 'who', 'was', 'be', 'under', 'the', 'influence', 'of', 'alcohol', 'they', 'terrified', 'terrify', 'him', 'he', 'with', 'the', 'thought', 'of', 'arrest', 'by', 'driving', 'drive', 'close', 'behind', 'him', 'he', 'on', 'a', 'pedestrian', 'street', 'my', 'disgust', 'was', 'be', 'directed', 'direct', 'at', 'the', 'gestures', 'gesture', 'and', 'the', 'facial', 'expressions', 'expression', 'of', 'the', 'policemen', 'policeman', 'they', 'seemed', 'seem', 'to', 'be', 'enjoying', 'enjoy', 'themselves']",1.0,0.602,1.0,0.7190000000000001,4.0,1.7610000000000001,4.0,2.158,1.0,0.531,0.0,0.0,3.0,1.5779999999999998,4.0,2.0309999999999997,joy,4.0,2.158
shame,"When my boyfriend revealed that he knew that I had discovered things of an important nature about him, I felt ashamed as I had not mentioned it earlier.",shame,"['when', 'my', 'boyfriend', 'revealed', 'reveal', 'that', 'he', 'knew', 'know', 'that', 'i', 'had', 'have', 'discovered', 'discover', 'things', 'thing', 'of', 'an', 'a', 'important', 'nature', 'about', 'him', 'he', 'i', 'felt', 'feel', 'ashamed', 'as', 'i', 'had', 'have', 'not', 'mentioned', 'mention', 'it', 'earlier']",0.0,0.0,1.0,0.43799999999999994,0.0,0.0,2.0,0.98,1.0,0.7190000000000001,0.0,0.0,0.0,0.0,1.0,0.633,joy,2.0,0.98
guilt,"When I am dishonest to a friend to whom I am very close. I feel guilty because I know that he gives a different version of the truth and I have not corrected these mistakes, and he is aware that I know that they are wrong.",guilt,"['when', 'i', 'am', 'be', 'dishonest', 'to', 'a', 'friend', 'to', 'whom', 'i', 'am', 'be', 'very', 'close', 'i', 'feel', 'guilty', 'because', 'i', 'know', 'that', 'he', 'gives', 'give', 'a', 'different', 'version', 'of', 'the', 'truth', 'and', 'i', 'have', 'not', 'corrected', 'correct', 'these', 'mistakes', 'mistake', 'and', 'he', 'is', 'be', 'aware', 'that', 'i', 'know', 'that', 'they', 'are', 'be', 'wrong']",2.0,1.107,1.0,0.45299999999999996,0.0,0.0,1.0,0.47100000000000003,3.0,1.403,0.0,0.0,0.0,0.0,3.0,1.727,trust,3.0,1.727
joy,When I found out that I had passed the last two exams by a margin of three marks.,joy,"['when', 'i', 'found', 'find', 'out', 'that', 'i', 'had', 'have', 'passed', 'pass', 'the', 'last', 'two', 'exams', 'exam', 'by', 'a', 'margin', 'of', 'three', 'marks', 'mark']",0.0,0.0,0.0,0.0,1.0,0.359,1.0,0.258,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.484,trust,1.0,0.484
fear,When my father was ill and was waiting for the results of his tests.,fear,"['when', 'my', 'father', 'was', 'be', 'ill', 'and', 'was', 'be', 'waiting', 'wait', 'for', 'the', 'results', 'result', 'of', 'his', 'he', 'tests', 'test']",1.0,0.33299999999999996,1.0,0.49200000000000005,2.0,0.762,0.0,0.0,1.0,0.594,0.0,0.0,3.0,1.7810000000000001,1.0,0.586,anticipation,3.0,1.7810000000000001
anger,When I got caught in the pouring rain last Thursday and did not have a raincoat on me.,anger,"['when', 'i', 'got', 'get', 'caught', 'catch', 'in', 'the', 'pouring', 'pour', 'rain', 'last', 'thursday', 'and', 'did', 'do', 'not', 'have', 'a', 'raincoat', 'on', 'me', 'i']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.163,1.0,0.32,0.0,0.0,0.0,0.0,surprise,1.0,0.32
sadness,When I failed an exam.,sadness,"['when', 'i', 'failed', 'fail', 'an', 'a', 'exam']",0.0,0.0,0.0,0.0,1.0,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,1.0,0.359
