Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text,lemma_tweet_text
So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed #bitter,anger,0.41700000000000004,anger,"['so', 'i', 'am', 'not', 'being', 'shady', 'but', 'one', 'of', 'jongdae', 'is', 'ex', 'rumoured', 'girlfriends', 'is', 'going', 'on', 'wgm', 'i', 'am', 'not', 'saying', 'i', 'am', 'over', 'joyed', 'but', 'i', 'am', 'over', 'joyed', 'bitter']","['so', ""i'"", 'be', 'not', 'be', 'shady', 'but', 'one', 'of', 'jongdae', 'be', 'ex', 'rumour', 'girlfriend', 'be', 'go', 'of', 'and', 'wgm', ""i'"", 'am', 'not', 'say', ""i'"", 'be', 'over', 'joy', 'but', ""i'"", 'am', 'over', 'joy', 'bitter']"
Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly,anger,0.604,anger,"['unbelievable', 'takes', '10', 'minutes', 'to', 'get', 'through', 'to', 'then', 'there', 'is', 'a', 'fault', 'and', 'the', 'call', 'hangs', 'up', 'treatcustomersfairly']","['unbelievable', 'take', '10', 'minute', ""to'"", 'get', 'through', ""to'"", 'then', 'there', 'be', ""a'"", 'fault', 'and', ""the'"", 'call', 'hang', 'up', 'treatcustomersfairly']"
@JessicaValenti @nytimes I don't know... Wasn't punk mostly about white men throwing tantrums?,anger,0.354,anger,"['i', 'do', 'not', 'know', 'was', ""n't"", 'punk', 'mostly', 'about', 'white', 'men', 'throwing', 'tantrums']","['i', ""do'"", 'not', 'know', 'be', 'not', 'punk', 'mostly', 'about', 'white', 'man', 'throw', 'tantrum']"
Skipping meals is the national way of showing #disappointment and . #wiz,anger,0.354,anger,"['skipping', 'meals', 'is', 'the', 'national', 'way', 'of', 'showing', 'disappointment', 'and']","['skip', 'meal', 'be', ""the'"", 'national', 'way', 'of', 'show', 'disappointment', 'and']"
"@mdivincenzo9 he's stupid, I hate him lol #bitter",anger,0.6459999999999999,anger,"['he', 'is', 'stupid', 'i', 'hate', 'him', 'lol', 'bitter']","['he', 'be', 'stupid', ""i'"", 'hate', 'he', 'lol', 'bitter']"
@GreatFallVoyagr #bitter sums it up! Congrats Nicole! that's all folks #bb18 now onto #survivor !,anger,0.354,anger,"['bitter', 'sums', 'it', 'up', 'congrats', 'nicole', 'that', 'is', 'all', 'folks', 'bb', '18', 'now', 'onto', 'survivor']","['bitter', 'sum', 'it', 'up', 'congrat', 'nicole', 'that', 'be', 'all', 'folk', 'bb', '18', 'now', 'onto', 'survivor']"
"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",anger,0.521,anger,"['any', 'time', 'a', 'man', 'who', 'got', 'paid', 'to', 'throw', 'temper', 'tantrums', 'speaks', 'up', 'you', 'got', 'ta', 'listen']","['any', 'time', 'a', 'man', ""who'"", 'get', 'pay', ""to'"", 'throw', 'temper', 'tantrum', 'speak', 'up', 'you', 'get', ""ta'"", 'listen']"
I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger,0.583,anger,"['i', 'wonder', 'what', 'would', 'happen', 'if', 'i', 'were', 'to', 'tell', 'some', 'people', 'the', 'truth', 'savage', 'uhoh', 'angry']","[""'i"", 'wonder', 'what', 'would', 'happen', 'if', ""i'"", 'be', ""to'"", 'tell', 'some', 'people', ""the'"", 'truth', 'savage', 'uhoh', 'angry']"
Cheap pout my brodcast,anger,0.23199999999999998,anger,"['cheap', 'pout', 'my', 'brodcast']","['cheap', 'pout', 'my', 'brodcast']"
Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,anger,0.271,anger,"['houston', 'might', 'lose', 'a', 'coach', 'tomorrow', 'or', 'by', 'midnight', 'yikes', 'offense']","['houston', 'might', 'lose', 'a', 'coach', 'tomorrow', 'or', 'by', 'midnight', 'yikes', 'offense']"
@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical),anger,0.479,anger,"['has', 'turned', 'into', 'a', 'rather', 'fiery', 'gg', 'radical']","['have', 'turn', 'into', ""a'"", 'rather', 'fiery', 'gg', 'radical']"
@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.,anger,0.688,anger,"['insider', 'this', 'man', 'is', 'an', 'affront', 'to', 'our', 'justice', 'system']","['insider', 'this', 'man', 'be', 'a', 'affront', ""to'"", 'we', 'justice', 'system']"
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt,anger,0.625,anger,"['when', 'you', 'have', 'still', 'got', 'a', 'whole', 'season', 'of', 'wentworth', 'to', 'watch', 'and', 'a', 'stupid', 'cunt', 'in', 'work', 'ruins', 'it', 'for', 'us', 'loudly', 'crying', 'face', 'loudly', 'crying', '_face', 'oldcunt']","['when', 'you', 'have', 'still', 'get', 'a', 'whole', 'season', 'of', 'wentworth', ""to'"", 'watch', 'and', 'a', 'stupid', 'cunt', 'in', 'work', 'ruin', 'it', 'for', 'we', 'loudly', 'crying', 'face', 'loudly', 'crying', 'face', 'oldcunt']"
@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended,anger,0.405,anger,"['wow', 'i', 'just', 'realized', 'how', 'much', 'of', 'a', 'sexist', 'pig', 'i', 'am', 'i', 'am', 'truly', 'sorry', 'to', 'anyone', 'i', 'offended']","[""wow'"", ""i'"", 'just', 'realize', 'how', 'much', 'of', ""a'"", 'sexist', 'pig', 'i', 'be', 'i', 'be', 'truly', 'sorry', ""to'"", 'anyone', ""i'"", 'offend']"
Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha,anger,0.45799999999999996,anger,"['howard', 'webb', 'always', 'held', 'up', 'as', 'knowing', 'the', 'answers', 'no', 'red', 'sutton', 'and', 'craigan', 'raging', 'hahaha']","['howard', 'webb', 'always', 'hold', 'up', 'as', 'know', ""the'"", 'answer', ""no'"", 'red', 'sutton', 'and', 'craigan', 'rage', 'hahaha']"
"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",anger,0.41700000000000004,anger,"['with', 'a', 'frown', 'she', 'let', 'is', 'out', 'a', 'distraught', 'gardevoir', 'saying', 'that', 'she', 'wishes', 'she', 'had', 'a', 'trainer']","['with', ""a'"", 'frown', ""she'"", 'let', 'be', 'out', ""a'"", 'distraught', 'gardevoir', 'say', 'that', ""she'"", 'wish', ""she'"", 'have', 'a', 'trainer']"
some of the casuals tweets that Vic has faved are making me gag ,anger,0.6459999999999999,anger,"['some', 'of', 'the', 'casuals', 'tweets', 'that', 'vic', 'has', 'faved', 'are', 'making', 'me', 'gag']","['some', 'of', ""the'"", 'casual', 'tweet', 'that', 'vic', 'have', 'fave', 'be', 'make', 'i', 'gag']"
@Supergold2002 Terence- got a lot of anger issues from my family and school.,anger,0.625,anger,"['terence', 'got', 'a', 'lot', 'of', 'anger', 'issues', 'from', 'my', 'family', 'and', 'school']","['terence', 'get', 'a', 'lot', 'of', 'anger', 'issue', 'from', 'my', 'family', 'and', 'school']"
@Evan_McMullin He's spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the 'other',anger,0.604,anger,"['he', 'is', 'spent', 'his', 'campaign', 'dividing', 'people', 'up', 'and', 'pitting', 'them', 'against', 'each', 'other', 'his', 'message', 'is', 'to', 'fear', 'and', 'resent', 'the', 'other']","['he', 'be', 'spend', 'he', 'campaign', 'divide', 'people', 'up', 'and', 'pit', 'they', 'against', 'each', ""'other"", 'he', 'message', 'be', ""to'"", 'fear', 'and', 'resent', 'the', ""'other""]"
@EtherealMystic_ She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -,anger,0.33299999999999996,anger,"['she', 'was', 'winning', 'this', 'war', 'that', 'had', 'been', 'raging', 'on', 'inside', 'of', 'his', 'mind', 'the', 'desire', 'and', 'love', 'all', 'rolling', 'into', 'something', 'he']","['she', 'be', 'win', 'this', 'war', 'that', 'have', 'be', 'rage', 'on', 'inside', 'of', 'he', 'mind', ""the'"", 'desire', 'and', 'love', 'all', 'roll', 'into', 'something', 'he']"
@JaredLeto Jared + #snap? 💘,anger,0.188,anger,"['jared', 'snap', 'heart_with_arrow']","['jared', 'snap', 'heart_with_arrow']"
@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,anger,0.7709999999999999,anger,"['you', 'came', 'in', 'at', 'silly', ""o'clock"", 'and', 'woke', 'me', 'up', 'that', 'is', 'what', 'happened', 'wasted', 'fuming']","['you', 'come', 'in', 'at', 'silly', ""o'"", 'clock', 'and', 'wake', ""me'"", 'up', 'that', 'be', 'what', 'happen', 'waste', 'fume']"
Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,anger,0.521,anger,"['finally', 'uploaded', 'the', 'file', 'i', 'needed', 'to', 'the', 'university', 'server', 'is', 'drop', 'box', 'it', 'took', 'like', 'half', 'an', 'hour', 'and', 'a', 'lot', 'of', 'cursing', 'and', 'anger', 'on', 'my', 'part']","['finally', 'upload', ""the'"", 'file', ""i'"", 'need', ""to'"", ""the'"", 'university', 'server', 'be', 'drop', 'box', 'it', 'take', 'like', 'half', 'a', 'hour', 'and', 'a', 'lot', 'of', 'cursing', 'and', 'anger', 'on', 'my', 'part']"
My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!😢💞😩,anger,0.22899999999999998,anger,"['my', 'nephew', 'sees', 'that', 'i', 'have', 'a', 'frown', 'on', 'my', 'face', 'and', 'he', 'tells', 'me', 'you', 'are', 'beautiful', 'crying', 'face', 'revolving', 'hearts']","['nephew', 'see', 'that', ""i'"", 'have', ""a'"", 'frown', 'on', 'my', 'face', 'and', 'he', 'tell', ""me'"", 'you', 'be', 'beautiful', 'cry', 'face', 'revolving', 'heart']"
"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄",anger,0.542,anger,"['actually', 'be', 'arsed', 'with', 'my', 'sister', 'sometimes', 'she', 'controls', 'the', 'tv', '90', 'of', 'the', 'time', 'and', 'when', 'i', 'watch', 'one', 'thing', 'she', 'gets', 'in', 'a', 'huff', 'face_with_rolling_eyes']","['actually', ""be'"", 'arse', 'with', 'my', 'sister', 'sometimes', ""she'"", 'controls', ""the'"", ""tv'"", '90', 'of', ""the'"", 'time', 'and', 'when', ""i'"", 'watch', 'one', 'thing', ""she'"", 'get', 'in', ""a'"", 'huff', 'face_with_rolling_eyes']"
"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage",anger,0.43799999999999994,anger,"['just', 'to', 'help', 'maintain', 'and', 'boost', 'our', 'status', 'as', 'a', 'world', 'class', 'centre', 'for', 'education', 'culture', 'and', 'tolerance', 'outrage']","['just', ""to'"", 'help', 'maintain', 'and', 'boost', ""our'"", 'status', 'as', ""a'"", 'world', 'class', 'centre', 'for', 'education', 'culture', 'and', 'tolerance', 'outrage']"
There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,anger,0.667,anger,"['there', 'is', 'this', 'bpharm', '4', 'guy', 'eish', 'that', 'guy', 'brings', 'anger', 'into', 'my', 'life', 'when', 'i', 'see', 'him', 'nje', 'like', 'darkness', 'fills', 'me', 'will', 'know']","['there', 'be', 'this', 'bpharm', '4', 'guy', 'eish', 'that', 'guy', 'bring', 'anger', 'into', 'my', 'life', 'when', ""i'"", 'see', 'he', ""nje'"", 'like', 'darkness', 'fill', ""me'"", 'will', 'know']"
"says, who are you to compared me with the others; I'm just human. #lit #fire ",anger,0.5,anger,"['says', 'who', 'are', 'you', 'to', 'compared', 'me', 'with', 'the', 'others', 'i', 'am', 'just', 'human', 'lit', 'fire']","['say', ""who'"", 'be', 'you', ""to'"", 'compare', ""me'"", 'with', ""the'"", ""'other"", ""i'"", 'am', 'just', 'human', 'light', 'fire']"
"No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.",anger,0.521,anger,"['no', 'nipples', 'do', 'not', 'offend', 'me', 'lol', 'but', 'it', 'is', 'sad', 'to', 'me', 'to', 'see', 'women', 'purposely', 'flaunting', 'sexualizing', 'their', 'own', 'bodies', 'in', 'a', 'very', 'immodest', 'way']","[""no'"", 'nipple', ""do'"", 'not', 'offend', ""me'"", 'lol', 'but', 'it', 'be', 'sad', ""to'"", ""me'"", ""to'"", 'see', 'woman', 'purposely', 'flaunt', 'sexualizing', 'they', 'own', 'body', 'in', ""a'"", 'very', 'immodest', 'way']"
I hope my hustle don't offend nobody,anger,0.292,anger,"['i', 'hope', 'my', 'hustle', 'do', 'not', 'offend', 'nobody']","['i', 'hope', 'my', 'hustle', ""do'"", 'not', 'offend', 'nobody']"
ramos does what he does best burning haters with his head,anger,0.509,anger,"['ramos', 'does', 'what', 'he', 'does', 'best', 'burning', 'haters', 'with', 'his', 'head']","[""'ramo"", 'do', 'what', 'he', 'do', 'best', 'burn', 'hater', 'with', 'he', 'head']"
@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage,anger,0.41700000000000004,anger,"['i', 'was', 'not', 'meaning', 'to', 'offend', 'you', 'i', 'was', 'saying', 'from', 'personal', 'experience', 'kids', 'got', 'placed', 'into', 'these', 'classes', 'and', 'they', 'take', 'advantage']","['i', 'be', 'not', 'mean', ""to'"", 'offend', 'you', ""i'"", 'be', 'say', 'from', 'personal', 'experience', 'kid', 'get', 'place', 'into', 'these', 'class', 'and', 'they', 'take', 'advantage']"
"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work ",anger,0.375,anger,"['if', 'my', 'luck', 'the', 'rest', 'of', 'fall', 'goes', 'anything', 'like', 'today', 'i', 'think', 'i', 'am', 'going', 'to', 'like', 'this', 'season', 'bestdayever', 'magic', 'work']","['if', 'my', 'luck', ""the'"", 'rest', 'of', 'fall', 'go', 'anything', 'like', 'today', ""i'"", 'think', ""i'"", 'be', 'go', ""to'"", 'like', 'this', 'season', 'bestdayever', 'magic', 'work']"
"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate",anger,0.375,anger,"['if', 'it', 'hurts', 'too', 'much', 'to', 'eat', 'i', 'read', 'somewhere', 'that', 'marshmallows', 'are', 'good', 'bc', 'they', 'are', 'soft', 'and', 'do', 'not', 'irritate']","['if', 'it', 'hurt', 'too', 'much', ""to'"", 'eat', ""i'"", 'read', 'somewhere', 'that', 'marshmallow', 'be', 'good', 'bc', 'they', 'be', 'soft', 'and', 'do', 'not', 'irritate']"
The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some,anger,0.479,anger,"['the', 'book', 'i', 'm', 'riteing', 'about', 'wots', 'happond', 'has', 'made', 'them', 'moor', 'angry', 'but', 'im', 'not', 'here', 'to', 'plese', 'man', 'or', 'hide', 'the', 'eval', 'deeds', 'of', 'some']","[""the'"", 'book', 'i', 'm', 'rite', 'about', 'wot', 'happond', 'have', 'make', 'they', 'moor', 'angry', 'but', 'im', 'not', 'here', ""to'"", 'plese', 'man', 'or', 'hide', ""the'"", 'eval', 'deed', 'of', 'some']"
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger,0.604,anger,"['do', ""n't"", 'join', 'they', 'put', 'the', 'phone', 'down', 'on', 'you', 'talk', 'over', 'you', 'and', 'are', 'rude', 'taking', 'money', 'out', 'of', 'my', 'acc', 'willynilly']","[""do'"", 'not', 'join', 'they', 'put', ""the'"", 'phone', 'dow', 'and', 'of', 'and', 'you', 'talk', 'over', 'you', 'and', 'be', 'rude', 'take', 'money', 'out', 'of', 'my', 'acc', 'willynilly']"
@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion 🙈😂😂,anger,0.396,anger,"['sorry', 'to', 'burst', 'the', 'bubble', 'but', 'there', 'was', 'never', 'any', 'illusion', 'see_no_evil_monkey', 'face_with_tears_of_joy', 'face_with_tears_of_joy']","[""'sorry"", ""to'"", 'burst', ""the'"", 'bubble', 'but', 'there', 'be', 'never', 'any', 'illusion', 'see_no_evil_monkey', 'face_with_tears_of_joy', 'face_with_tears_of_joy']"
Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,anger,0.75,anger,"['once', 'again', 'the', 'only', 'thing', 'on', 'my', 'feed', 'is', 'naay', 'raging', 'about', 'something', 'and', 'my', 'brother', 'filling', 'in', 'all', 'the', 'gaps']","['once', 'again', ""the'"", 'only', 'thing', 'of', 'and', 'my', 'feed', 'be', 'naay', 'rage', 'about', 'something', 'and', 'my', 'brother', 'fill', 'in', 'all', ""the'"", 'gap']"
@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees,anger,0.667,anger,"['cmode', 'grimrail', 'made', 'me', 'want', 'to', 'eat', 'angry', 'bees']","['cmode', 'grimrail', 'make', 'i', 'want', ""to'"", 'eat', 'angry', 'bee']"
my mom cut my phone off and I'm so furious 🤗,anger,0.75,anger,"['my', 'mom', 'cut', 'my', 'phone', 'off', 'and', 'i', 'am', 'so', 'furious', 'hugging', 'face']","['mom', 'cut', 'my', 'phone', 'off', 'and', 'i', 'be', ""so'"", 'furious', 'hugging', 'face']"
Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,anger,0.542,anger,"['do', ""n't"", 'chase', 'fame\\nif', 'you', 'are', 'going\\nto', 'resent', 'it\\nwhen', 'it', 'starts', '\\nchasing', 'you', ""'\\"", 'n', 'wrdsmth']","[""do'"", 'not', 'chase', 'fame\\\\nif', 'you', 'be', 'goingipnto', 'resent', 'it\\\\nwhen', 'it', 'start', '\\\\nchasing', 'you', ""n'"", 'wrdsmth']"
I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry,anger,0.792,anger,"['i', 'hate', 'not', 'having', 'the', 'answers', 'i', 'need', 'tomourssuck', 'prayinsnotcancer', 'angry']","[""'i"", 'hate', 'not', 'have', ""the'"", 'answer', ""i'"", 'need', 'tomourssuck', 'prayinsnotcancer', 'angry']"
So excited to watch @RuPaulsDragRace #allstars \n #RuPaul ,anger,0.20800000000000002,anger,"['so', 'excited', 'to', 'watch', 'allstars', '\\n', 'ru', 'paul']","[""'so'"", 'excited', ""to'"", 'watch', 'allstar', '\\\\n', 'ru', 'paul']"
So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted ,anger,0.8959999999999999,anger,"['so', 'my', 'indian', 'uber', 'driver', 'just', 'called', 'someone', 'the', 'n', 'word', 'if', 'i', 'was', 'not', 'in', 'a', 'moving', 'vehicle', 'i', 'would', 'have', 'jumped', 'out', 'disgusted']","[""so'"", 'my', 'indian', 'uber', 'driver', 'just', 'call', 'someone', ""the'"", 'and', 'word', 'if', ""i'"", 'be', 'not', 'in', 'be', 'move', 'vehicle', ""i'"", 'would', 'have', 'jump', 'out', 'disgusted']"
These NA kids are relentless,anger,0.45799999999999996,anger,"['these', 'na', 'kids', 'are', 'relentless']","['these', ""na'"", 'kid', 'be', 'relentless']"
Why mfs so bitter,anger,0.562,anger,"['why', 'mfs', 'so', 'bitter']","['why', 'mf', ""so'"", 'bitter']"
Like hello? I am your first born you must always laugh at my jokes. #offended,anger,0.562,anger,"['like', 'hello', 'i', 'am', 'your', 'first', 'born', 'you', 'must', 'always', 'laugh', 'at', 'my', 'jokes', 'offended']","['like', 'hello', ""i'"", 'be', 'you', 'first', 'bear', 'you', 'must', 'always', 'laugh', 'at', 'my', 'joke', 'offend']"
