Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text
"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger,0.604,anger," I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster."
@bismahmalik .....Seems like a fight ready to rage on.....,anger,0.43799999999999994,anger, .....Seems like a fight ready to rage on.....
Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines,anger,0.375,anger,Prayers &amp; Protection to our brothers and sisters fighting in Charlotte rage against machines
"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies 🤘🏼",anger,0.25,anger,"gonna eat, pick up my brother, get my car washed &amp; finally go home ressssst &amp; watch all fast &amp; furious movies  sign_of_the_horns  medium_light_skin_tone "
630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold,anger,0.20800000000000002,anger,630am meeting Olympic House 10golds24 .  relentless neverquit believe dreambig Team T T O going4gold
@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus ,anger,0.521,anger, i think your high-profile female colleague would be one in yhat category... massexodus 
@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30 ,anger,0.125,anger,  it is GAME DAY!!!!      T MINUS 14:30 
@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus #bitter,anger,0.396,anger, i think your high-profile female colleague would be one in yhat category... massexodus bitter
"if u have time 2 open a snap, u have time 2 respond",anger,0.375,anger,"if u have time 2 open a snap, u have time 2 respond"
"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",anger,0.45799999999999996,anger," species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even  frown on talking about eating humans lizardscum"
Ok but how are the fast &amp; furious movies NOT classified as comedy's? 🤔,anger,0.292,anger,Ok but how are the fast &amp; furious movies NOT classified as comedy is?  thinking_face 
@TillTheEndMMVI I accidetly dumped boiling water my myself 😫,anger,0.521,anger, I accidetly dumped boiling water my myself  tired_face 
one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge,anger,0.435,anger,one month til someone is bday and i think it is time to flaunt that I got them something pretty awesome revenge
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right ,anger,0.396,anger,Dentist just said to me' i am going to numb your front lip up so it will feel as if you have got lips like Pete Burns!...... She was right 
but that was a mistake and a half assed excuse and now here i am burning in hell forever,anger,0.7290000000000001,anger,but that was a mistake and a half assed excuse and now here i am burning in hell forever
Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂,anger,0.33299999999999996,anger,Anyway i am in a car with a furious white men and I have a really funny story to tell when i am sober  face_with_tears_of_joy 
@XboxMAD @RobotBrush Ballmer will be furious. Another delivery lost...,anger,0.5,anger,  Ballmer will be furious. Another delivery lost...
@StarFlowerz17 @DreamerAbe #bitter. Nicole and Cory is why she was evicted.,anger,0.396,anger,  bitter. Nicole and Cory is why she was evicted.
The best revenge is massive success. –Frank Sinatra,anger,0.375,anger,The best revenge is massive success. –Frank Sinatra
#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!,anger,0.7290000000000001,anger,adp is ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!
"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,0.629,anger,"   sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated"
"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town ",anger,0.271,anger,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. KGB G-town "
"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #bitter  #shouldofVotedforNicole",anger,0.708,anger,"James: no 500k, no 50k, no 25k, no 10k. You fucked up. bb18 bitter  Votedfor Nicole"
@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone ,anger,0.45799999999999996,anger,  bad news if ordered online it hasn't gone through same happened to me had to re order on the phone 
@HannahFJames I'm distraught! 😭 Candice and her pout can piss off,anger,0.625,anger, i am distraught!  loudly_crying_face  Candice and her pout can piss off
I've never seen fast &amp; furious Tokyo drift. Boutta watch it,anger,0.22899999999999998,anger,i have never seen fast &amp; furious Tokyo drift. Boutta watch it
"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)",anger,0.375,anger,"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)"
The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,anger,0.521,anger,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. days
@lericoo 35. Do you hold a grudge against your ex?,anger,0.263,anger, 35. Do you hold a grudge against your ex?
@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge,anger,0.479,anger, :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! revenge
How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder ,anger,0.667,anger,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? patronus adder 
Nothing more entertaining and frightening than a #bitter #alcoholic trying desperately to get your attention.....,anger,0.479,anger,Nothing more entertaining and frightening than a bitter alcoholic trying desperately to get your attention.....
@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger,0.447,anger, Did you even give out any pizzas ? Serious fail hungry furious hangry
@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines  #con!,anger,0.6459999999999999,anger,  wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! swines  con!
Goddamn headache. ,anger,0.6459999999999999,anger,Goddamn headache. 
"I either look like a raging bitch, or I'm obnoxiously laughing at something not that funny. I don't think there's any middle ground.",anger,0.48100000000000004,anger,"I either look like a raging bitch, or i am obnoxiously laughing at something not that funny. I don't think there is any middle ground."
@DPD_UK I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice,anger,0.8959999999999999,anger, I asked for my parcel to be delivered to a pick up store not my address fuming poorcustomerservice
My back is starting to irritate me and it's barely 2:19 😓,anger,0.41700000000000004,anger,My back is starting to irritate me and it is barely 2:19  downcast_face_with_sweat 
Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi,anger,0.45799999999999996,anger,Take public opinion on revenge with Pakistan if govt is unable to decide.   
"@Apple thanks for ios10 update, even the best app @telegram freezing and crashing on SE. ",anger,0.375,anger," thanks for ios10 update, even the best app  freezing and crashing on SE. "
New madden kicking 🚮,anger,0.396,anger,New madden kicking  litter_in_bin_sign 
"@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! 👏👏👏",anger,0.43799999999999994,anger,"  and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro !  clapping_hands  clapping_hands  clapping_hands "
@tttinplay nice. why are u fuming then 😂,anger,0.312,anger, nice. why are u fuming then  face_with_tears_of_joy 
@jaaames1993 Literally burst out laughing.,anger,0.067,anger, Literally burst out laughing.
Egyptian officials expressed frustration and outrage over the Obama/Hillary administration’s support of the Muslim Brotherhood,anger,0.579,anger,Egyptian officials expressed frustration and outrage over the Obama/Hillary administration is support of the Muslim Brotherhood
Just watching crimewatch what kind of sick fuck touches 6 year olds 😡😡😡😡 shit like this makes me fume!!!,anger,0.688,anger,Just watching crimewatch what kind of sick fuck touches 6 year olds  pouting_face  pouting_face  pouting_face  pouting_face  shit like this makes me fume!!!
"@gayla_weeks1 I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious.",anger,0.625,anger," I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious."
